reviewid,artist, popularity
13417,kyle bobby dunn,27.0
19342,first aid kit,62.0
19422,chris schlarb,10.0
11912,chris schlarb,10.0
19378,enabler,13.0
14736,the fresh & onlys,20.0
19012,tomas barfod,25.0
19448,wife,50.0
19444,the atlas moth,8.0
19423,various artists,7.0
15936,the atlas moth,8.0
19445,alice boman,39.0
19426,popcaan,66.0
19447,chrissie hynde,49.0
19420,jack white,59.0
19425,shamir,29.0
19421,tombs,11.0
19424,lust for youth,38.0
16591,craft spells,39.0
15280,craft spells,39.0
19401,hamilton leithauser,47.0
3046,50 cent,84.0
3045,50 cent,84.0
11447,sbastien tellier,49.0
19476,peter murphy,46.0
7966,sbastien tellier,49.0
19380,mayhem,49.0
19406,taylor mcferrin,34.0
19375,obn iiis,4.0
19403,parquet courts,47.0
19376,well$,24.0
19410,gold-bears,2.0
15627,gold-bears,2.0
19288,tom carter,2.0
1770,tom carter,2.0
19407,soundgarden,70.0
13775,david lang,31.0
9820,clap your hands say yeah,42.0
1811,clap your hands say yeah,42.0
19428,tigers jaw,50.0
19400,fucked up,33.0
16371,lee fields & the expressions,46.0
19404,bob mould,41.0
13333,lee fields & the expressions,46.0
19417,the orwells,40.0
19302,ben frost,31.0
19402,dj sprinkles,13.0
15911,trash talk,29.0
19310,various artists,7.0
13216,hercules and love affair,45.0
20226,beat spacek,9.0
19377,son lux,51.0
11269,hercules and love affair,45.0
19372,officer!,0.0
14976,g-side,25.0
17289,atriarch,31.0
19358,robyn,63.0
13812,g-side,25.0
19339,leslie winer,10.0
19414,sylvan esso,55.0
19383,haunted hearts,1.0
19384,sharon van etten,59.0
19397,popstrangers,6.0
1507,the clientele,43.0
19349,oren ambarchi,26.0
2669,echo and the bunnymen,57.0
2667,echo and the bunnymen,57.0
19371,various artists,7.0
19349,stephen omalley,62.0
19297,blu,59.0
14723,owen pallett,52.0
19092,various artists,7.0
13830,owen pallett,52.0
19332,the roots,61.0
19368,future death,29.0
19267,lantls,67.0
19382,white sea,27.0
19363,plaid,37.0
19258,oasis,79.0
14943,white sea,27.0
19390,mac miller,84.0
18536,traxman,26.0
16530,traxman,26.0
19356,various artists,7.0
19352,american football,55.0
19388,tobacco,41.0
19345,vangelis katsoulis,12.0
19340,datashock,3.0
19344,coldplay,91.0
19348,elijah & skilliam,0.0
19915,lewis,79.0
19241,emma ruth rundle,41.0
14353,cold cave,41.0
19256,conor oberst,48.0
19362,boots,67.0
13383,cold cave,41.0
19347,arto lindsay,33.0
8133,trans am,23.0
19335,the pains of being pure at heart,42.0
8137,trans am,23.0
19361,2 chainz,77.0
19386,sturgill simpson,65.0
14920,agalloch,40.0
19333,michael jackson,84.0
19357,moon b,47.0
12173,young widows,24.0
19268,la sera,29.0
19230,iamsu!,60.0
18236,iamsu!,60.0
10431,chromeo,59.0
1754,chromeo,59.0
19365,low pros,14.0
10190,wooden wand,9.0
8798,wooden wand,9.0
19336,guided by voices,47.0
767,the black keys,71.0
11268,the dodos,33.0
9720,gruff rhys,43.0
19326,swans,48.0
6938,gruff rhys,43.0
15672,little dragon,61.0
5328,mirah,38.0
19266,sean nicholas savage,30.0
19320,atmosphere,56.0
19330,dj rashad,33.0
14593,kemialliset ystvt,29.0
19354,paws,71.0
19325,goldlink,64.0
17172,paws,71.0
12662,lily allen,69.0
9221,lily allen,69.0
19270,lee,70.0
19270,ar-2,0.0
19328,sleaford mods,46.0
11489,nat baldwin,2.0
19318,fatima al qadiri,25.0
15837,baths,50.0
14433,baths,50.0
19308,sfv acid,14.0
16079,maria minerva,22.0
15321,tune-yards,41.0
19262,antwon,25.0
12998,the horrors,47.0
19212,young magic,27.0
19194,wold,60.0
19313,brian eno,61.0
19524,nonono,46.0
15167,lykke li,69.0
12209,fujiya & miyagi,42.0
19259,wussy,24.0
19295,neil young,69.0
12906,papercuts,25.0
9329,chad vangaalen,30.0
7156,silkworm,21.0
7157,silkworm,21.0
19299,creation rebel,22.0
19307,mincemeat or tenspeed,0.0
19222,grace jones,54.0
13777,mincemeat or tenspeed,0.0
19294,william tyler,39.0
19287,ramona lisa,30.0
8761,wovenhand,32.0
19291,fennesz,37.0
9353,kelis,63.0
19293,prins thomas,35.0
6565,pink mountaintops,21.0
19248,ought,28.0
19289,yuck,38.0
6566,pink mountaintops,21.0
16597,father john misty,70.0
19243,survival knife,1.0
19247,the moles,22.0
19286,wye oak,47.0
19166,olga bell,8.0
19246,william basinski,42.0
16585,damon albarn,48.0
19282,pixies,70.0
19292,jacques greene,39.0
19290,gucci mane,77.0
19290,young thug,85.0
18855,thee silver mt. zion memorial orchestra,37.0
13924,thee silver mt. zion memorial orchestra,37.0
19277,thee oh sees,49.0
19255,larry heard,36.0
19261,beach slang,25.0
19275,jesse boykins iii,41.0
19238,a minor forest,13.0
20000,frank & tony,26.0
19189,old wainds,3.0
15193,pharoahe monch,53.0
10373,pharoahe monch,53.0
19254,various artists,7.0
19221,future,92.0
19273,heterotic,2.0
19276,fear of men,22.0
19228,death,58.0
15999,david lynch,46.0
13252,david lynch,46.0
19271,various artists,7.0
19272,kool a.d.,27.0
9539,lcd soundsystem,61.0
19227,teen,51.0
4978,lcd soundsystem,61.0
19181,life without buildings,38.0
19192,j. spaceman,16.0
11984,j. spaceman,16.0
19192,kid millions,2.0
19278,sza,95.0
19216,lockah,6.0
19239,mica levi,34.0
19213,plague vendor,30.0
16945,mndr,44.0
19184,purling hiss,17.0
15819,davinci,42.0
14167,davinci,42.0
12134,laura marling,56.0
20301,white gzus,0.0
18980,for against,22.0
19182,slint,42.0
17241,ricardo donoso,5.0
19218,dj q,54.0
19153,bikini kill,52.0
19224,chet faker,61.0
18798,chet faker,61.0
19205,woods,41.0
19249,howler,17.0
16212,howler,17.0
174,amps for christ,10.0
173,amps for christ,10.0
19187,ghetto ghouls,7.0
19870,mapei,53.0
11937,girl talk,49.0
19209,school of language,4.0
11034,school of language,4.0
15778,deleted scenes,2.0
19208,ema,50.0
12786,deleted scenes,2.0
19155,triptykon,27.0
18970,chuck inglish,32.0
19223,cute heels,4.0
19225,golden retriever,4.0
19242,squarepusher,44.0
16117,mobb deep,67.0
8989,mobb deep,67.0
19203,the skull defekts,4.0
15139,the skull defekts,4.0
19202,sohn,48.0
19197,man forever with so percussion,27.0
16603,off!,30.0
14919,off!,30.0
19196,fireworks,26.0
19148,todd terje,46.0
19150,protomartyr,40.0
19074,pyrrhon,19.0
19485,eaters,0.0
19207,loops haunt,1.0
19215,de la soul,62.0
4681,jon langford,8.0
2949,the faint,40.0
16016,teebs,42.0
12594,white hinterland,21.0
11288,white hinterland,21.0
19180,the body,35.0
19206,sage the gemini,65.0
16003,joker,34.0
19199,sisyphus,20.0
18864,max richter,73.0
20361,etiquette,3.0
19147,millie & andrea,9.0
19172,legowelt,31.0
19171,orcas,11.0
19170,mac demarco,81.0
441,architecture in helsinki,37.0
19195,torn hawk,11.0
17998,pure x,36.0
12944,manchester orchestra,62.0
11025,manchester orchestra,62.0
19079,miles davis,64.0
15031,cloud nothings,38.0
14790,small black,42.0
14100,small black,42.0
19137,bart davenport,28.0
19126,machinedrum,48.0
3977,the hold steady,40.0
3976,the hold steady,40.0
19165,2ne1,62.0
19076,pilgrim,6.0
19123,glenn kotche,8.0
1331,johnny cash,75.0
1075,the bad plus,35.0
1074,the bad plus,35.0
19164,yg,73.0
19125,the range,18.0
19078,smoke dza,47.0
16583,horseback,10.0
16210,horseback,10.0
19167,carla bozulich,9.0
14972,future islands,60.0
14177,future islands,60.0
19135,owls,16.0
6073,owls,16.0
19157,grieves,48.0
19109,kevin gates,73.0
4763,liars,32.0
6139,pan sonic,21.0
19104,obnox,3.0
6138,pan sonic,21.0
19142,dutch e germ,0.0
19139,skrillex,76.0
19141,bryce dessner,47.0
11007,jonny greenwood,46.0
10856,tokyo police club,43.0
9297,tokyo police club,43.0
19140,various artists,7.0
10626,black lips,40.0
1751,current 93,35.0
1750,current 93,35.0
19138,offenders,8.0
19114,kevin drew,23.0
15478,the coathangers,27.0
19115,woo,47.0
19129,vermont,4.0
8449,vermont,4.0
19133,kid cudi,80.0
14803,the war on drugs,61.0
19110,tycho,58.0
19070,psalm zero,1.0
16071,tycho,58.0
19111,le1f,24.0
19112,shit robot,24.0
19117,beth israel,0.0
19086,perfect pussy,11.0
19113,nocando,14.0
19131,curren$y,63.0
19103,trust,47.0
16342,trust,47.0
19102,move d,39.0
18930,madlib,67.0
18930,freddie gibbs,68.0
19090,unwound,43.0
19128,the unsemble,41.0
19095,donato dozzy,33.0
2719,elbow,54.0
2718,elbow,54.0
19095,nuel,88.0
19072,various artists,7.0
19098,dean wareham,25.0
19063,peter walker,4.0
9519,peter walker,4.0
19130,frankie cosmos,55.0
19107,sun araw,33.0
19084,benedek,26.0
12147,doomtree,30.0
14726,hauschka,37.0
19101,metronomy,63.0
18987,eagulls,22.0
19000,tensnake,52.0
13718,d. charles speer and the helix,39.0
11567,d. charles speer and the helix,39.0
18859,cynic,36.0
19100,pharrell,82.0
9238,pharrell,82.0
19062,eternal summers,14.0
19066,linda perhacs,43.0
19097,rick ross,77.0
19071,nothing,57.0
19069,tunde olaniran,20.0
19052,laibach,38.0
9840,laibach,38.0
19096,various artists,7.0
18972,drive-by truckers,51.0
19068,eadonmm,0.0
18881,lakutis,10.0
18978,perc,47.0
18971,the men,50.0
19067,thug entrancer,0.0
19083,whomadewho,59.0
13507,the fresh & onlys,20.0
18792,patten,11.0
19082,seiho,26.0
16008,patten,11.0
19047,major lazer,76.0
13786,real estate,48.0
19019,various artists,7.0
15660,nguzunguzu,13.0
19043,schoolboy q,76.0
18963,the hotelier,40.0
19056,ricky eat acid,37.0
19061,ava luna,10.0
19006,com truise,57.0
12098,death vessel,8.0
19037,moodymann,45.0
19051,bob mould,41.0
5844,the notwist,37.0
5845,the notwist,37.0
18961,wild beasts,36.0
19055,superchunk,35.0
19021,behemoth,52.0
19064,christina vantzou,29.0
19057,the souljazz orchestra,41.0
18959,beck,66.0
19041,damaged bug,27.0
19044,ramesh,28.0
19034,homeboy sandman,37.0
19049,tacocat,31.0
19020,st. vincent,63.0
19017,neneh cherry,53.0
19033,magic touch,29.0
18985,dena,14.0
19018,bleeding rainbow,4.0
19603,morrissey,60.0
19008,new bums,3.0
19059,peter buck,18.0
18958,slough feg,17.0
19013,yautja,16.0
18960,untold,16.0
19016,optimo,37.0
19038,karen gwyer,5.0
19046,kalle mattson,9.0
19026,various artists,7.0
18957,guided by voices,47.0
19011,shocking pinks,8.0
19040,illum sphere,17.0
18981,culted,5.0
18997,junius,22.0
19009,phantogram,67.0
19031,hurray for the riff raff,48.0
19010,leyland kirby,6.0
18995,solids,8.0
19029,woods of desolation,22.0
18956,angel olsen,51.0
19030,hands,50.0
18996,lydia loveless,28.0
19028,neil finn,42.0
18994,cheatahs,15.0
19024,container,15.0
18993,willis earl beal,25.0
18938,band of horses,61.0
18990,planningtorock,33.0
19022,brigitte fontaine,37.0
19014,isaiah rashad,70.0
18986,nina persson,38.0
18857,helms alee,24.0
18992,mantar,37.0
18969,lo-fang,36.0
18935,speedy ortiz,34.0
19023,skaters,27.0
18976,shackleton,25.0
19005,afterhours,43.0
18955,temples,42.0
18922,cibo matto,44.0
18947,various artists,7.0
18984,modern baseball,65.0
18982,foetus,18.0
19002,dog bite,19.0
18907,katy b,58.0
18909,tinariwen,48.0
18991,total slacker,7.0
18916,gridlink,15.0
18951,thumpers,10.0
18941,marissa nadler,34.0
18923,holly herndon,23.0
19003,feadz,17.0
18983,white rainbow,4.0
18988,various artists,7.0
11260,she & him,51.0
18828,have a nice life,55.0
18919,gardens & villa,30.0
19004,cheveu,13.0
18871,guardian alien,1.0
18863,xiu xiu,45.0
18936,mas ysa,14.0
18932,jerome lol,5.0
18861,sunn o))),32.0
18861,ulver,42.0
18934,woodsman,42.0
18914,broken bells,55.0
18862,bombay bicycle club,56.0
18867,aztec camera,44.0
18974,dj dog dick,0.0
18977,aa,67.0
18860,sun kil moon,49.0
18948,snowbird,10.0
18910,lost in the trees,23.0
18870,bohren & der club of gore,41.0
18869,cymbals,20.0
18915,ceo,59.0
18908,maximo park,46.0
18964,ty dolla $ign,84.0
18967,david first,50.0
18928,julie byrne,40.0
18940,uncle tupelo,41.0
18903,quilt,22.0
18979,tink,60.0
18942,jess williamson,39.0
18973,various artists,7.0
18826,lambchop,39.0
18944,bibio,52.0
18937,supreme cuts,13.0
18950,stefan jaworzyn,0.0
18943,gem club,34.0
18968,four tet,63.0
18946,actress,41.0
18906,pontiak,14.0
18953,cashmere cat,56.0
18966,demilich,21.0
18912,dum dum girls,38.0
18933,cities aviv,47.0
18905,hospitality,30.0
18904,morgan delt,34.0
18975,argentinum astrum,66.0
18902,against me!,52.0
18898,jeremy jay,17.0
18918,tara jane o'neil,16.0
18868,drowners,25.0
18952,step brothers,21.0
18866,bill callahan,47.0
18949,nils frahm,61.0
18926,damien jurado,49.0
18827,indian,44.0
18931,michael yonkers,21.0
18892,warpaint,48.0
18793,nick drake,62.0
13062,the church,51.0
18897,vex,42.0
18917,shy boys,19.0
16207,jacques greene,39.0
18895,james vincent mcmorrow,57.0
18853,doug paisley,24.0
18901,alcest,48.0
18883,graze,37.0
18896,mogwai,54.0
18856,various artists,7.0
18865,the john lurie national orchestra,5.0
18893,pangaea,30.0
18920,guerilla toss,29.0
18834,hiss golden messenger,48.0
18852,mark lanegan,50.0
18854,i break horses,25.0
18887,big ups,19.0
18894,lee bannon,13.0
18770,the velvet underground,63.0
18891,you blew it!,31.0
18847,gucci mane,77.0
18899,audion,41.0
18832,nina kraviz,44.0
18835,sharon jones and the dap-kings,59.0
18884,kool a.d.,27.0
18846,peter morn,62.0
18842,the lucksmiths,22.0
18885,fabolous,66.0
18890,disclosure,76.0
18886,cybotron,28.0
18882,del tha funkee homosapien,53.0
18848,painted palms,20.0
18877,the gories,26.0
18833,bruce springsteen,77.0
19989,jesse ruins,28.0
18879,roc marciano,53.0
18849,blank realm,4.0
18850,lanterns on the lake,32.0
18875,pixies,70.0
18876,angel haze,37.0
18873,self defense family,20.0
18809,big business,32.0
18829,sick thoughts,17.0
18840,busta rhymes,72.0
18840,q-tip,61.0
19877,gabriel saloman,0.0
18845,luciano cilio,0.0
18841,magic trick,37.0
18872,dudley perkins,21.0
18830,clams casino,71.0
18831,king l,54.0
18889,harold budd,58.0
18819,ukkonen,4.0
18880,way through,6.0
18822,stephen malkmus and the jicks,32.0
18839,various artists,7.0
18825,various artists,7.0
18722,justus khncke,23.0
18794,barnett + coloccia,0.0
18821,beyonc,87.0
18843,e-40,68.0
14381,kele,54.0
18818,kerridge,4.0
18838,the verlaines,18.0
18820,burial,51.0
18735,the thing,30.0
18705,lumbar,0.0
18789,bryce hackford,2.0
18804,sada bonaire,9.0
18817,childish gambino,81.0
18816,the fall,44.0
18805,ian isiah,32.0
18765,vastum,16.0
18807,zachary cale,6.0
18757,neil young,69.0
18762,xiu xiu,45.0
18773,patrick cowley,44.0
18780,ron morelli,8.0
18776,vangelist,61.0
18812,r. kelly,68.0
18810,various artists,7.0
18808,david novick,29.0
18742,robert beatty,29.0
18790,bjrn torske,27.0
18801,7 days of funk,19.0
18802,robert pollard,24.0
18648,gardland,0.0
18620,inquisition,33.0
18803,don trip,52.0
18803,starlito,48.0
19558,ulises conti,15.0
18782,various artists,7.0
18737,iron chic,40.0
18706,matana roberts,14.0
18744,bloodyminded,3.0
18787,bright eyes,57.0
18799,rhys chatham,5.0
18739,ejecta,34.0
15382,whomadewho,59.0
18781,physical therapy,21.0
18788,beedeegee,1.0
18791,francis and the lights,55.0
18814,kallisti,0.0
18786,heatsick,2.0
18545,vaura,5.0
18763,black flag,49.0
18798,flume,71.0
17434,bikini kill,52.0
18797,emily jane white,43.0
18659,mike donovan,5.0
18654,capsule,46.0
18760,nick cave & the bad seeds,64.0
18767,phill niblock,7.0
18796,kevin morby,50.0
18795,guido,0.0
18618,perera elsewhere,22.0
18783,thee oh sees,49.0
18784,raum,13.0
18785,shearwater,34.0
18758,beachwood sparks,30.0
18759,creep,74.0
18761,milosh,26.0
18695,mick turner,29.0
18729,gap dream,26.0
18775,teengirl fantasy,13.0
18738,hellfyre club,21.0
18769,destroyer,47.0
18658,various artists,7.0
18750,sebastien grainger,20.0
18768,egyptrixx,8.0
18721,jensen sportag,15.0
18703,various artists,7.0
18755,tindersticks,48.0
18728,okkyung lee,12.0
18728,c. spencer yeh,1.0
18728,lasse marhaug,5.0
14069,sonny and the sunsets,35.0
8329,u2,78.0
18699,the killers,78.0
18675,russian circles,45.0
18743,logos,55.0
19883,mind fair,3.0
18774,willie burns,5.0
18756,soundgarden,70.0
12989,the vaselines,36.0
14709,ps i love you,5.0
18740,fins,68.0
18680,vatican shadow,26.0
18779,death grips,58.0
18753,andrew bird,56.0
18686,the stranger,41.0
18690,minor alps,7.0
18617,skeletonwitch,32.0
18754,kurt vile,54.0
18754,sore eros,1.0
18778,various artists,7.0
18700,magik markers,6.0
18734,fis,77.0
18683,future of the left,27.0
18749,john talabot,35.0
18660,throwing muses,39.0
18720,wooden shjips,38.0
18716,cate le bon,44.0
18687,whores,37.0
18752,the beatles,85.0
18771,yamantaka // sonic titan,8.0
18655,various artists,7.0
18723,brad laner,1.0
18652,boogarins,38.0
18736,blood orange,71.0
18751,various artists,7.0
18718,polia,47.0
18772,gatekeeper,38.0
18726,skin town,9.0
19805,songs: ohia,45.0
18764,moonface,19.0
2587,death from above 1979,47.0
18707,no joy,31.0
18715,jonwayne,38.0
18693,grizzly bear,55.0
20101,william ryan fritch,23.0
18717,luke temple,31.0
18748,connan mockasin,51.0
18731,musiccargo,5.0
18712,swans,48.0
18747,gesaffelstein,74.0
18702,kronos quartet,50.0
18702,bryce dessner,47.0
12425,theo parrish,35.0
18692,luscious jackson,37.0
20376,chilly gonzales,52.0
18727,party supplies,29.0
19419,priests,27.0
20142,the districts,39.0
13703,real estate,48.0
18697,latyrx,31.0
18733,eminem,91.0
18656,death cab for cutie,63.0
18711,yvette,37.0
18647,boldy james,64.0
18647,the alchemist,73.0
18741,wooden wand & the world war iv,48.0
18701,m.i.a.,70.0
18708,mellowhigh,25.0
18709,james ferraro,27.0
18688,widowspeak,44.0
18657,sapphire slows,11.0
18689,cut copy,47.0
18603,the beta band,45.0
18589,swearin,25.0
18653,doley bernays,20.0
18696,midlake,44.0
18679,the range,18.0
18673,active child,39.0
18684,circuit des yeux,33.0
18685,yancey boys,28.0
18724,miracle,61.0
18677,the flaming lips,55.0
18678,laurel halo,36.0
18651,matt kivel,28.0
18616,black devil disco club,32.0
18644,oozing wound,10.0
18681,sky ferreira,57.0
11829,the smashing pumpkins,75.0
18639,son lux,51.0
18625,upset,49.0
18613,gnaw,20.0
18667,arcade fire,65.0
18672,autechre,44.0
18619,audacity,12.0
18682,paavoharju,19.0
18543,atlantean kodex,19.0
18669,mutual benefit,31.0
18665,omar souleyman,39.0
18356,unwound,43.0
18626,dosh,88.0
18549,castevet,2.0
18670,ryan hemsworth,39.0
18674,kwes,37.0
18621,special request,34.0
18610,boardwalk,16.0
18629,doomriders,23.0
18666,juana molina,38.0
20267,black cilice,1.0
18668,happy jawbone family band,24.0
18638,daniel avery,43.0
18396,red fang,45.0
18627,dj rashad,33.0
5202,medicine,23.0
18635,ducktails,31.0
13071,cave,70.0
18558,earthless,33.0
18623,best coast,44.0
18643,motrhead,66.0
18624,dead gaze,10.0
18663,cfcf,35.0
18395,subrosa,23.0
18661,kelela,54.0
18612,cass mccombs,42.0
3387,gang of four,48.0
18522,schneider tm,20.0
18628,deco,65.0
18649,four tet,63.0
18650,bonnie prince billy,44.0
14212,people of the north,0.0
18642,school of night,1.0
19960,haerts,33.0
18637,the dismemberment plan,35.0
18634,paul mccartney,72.0
18646,crystal antlers,6.0
18469,summer camp,24.0
18604,leverage models,1.0
18559,tim hecker,46.0
18645,pearl jam,76.0
18633,hoax,47.0
18632,frog eyes,20.0
18630,the body,35.0
18608,cults,71.0
19132,posse,35.0
18609,the men,50.0
18611,various artists,7.0
18541,bill orcutt,21.0
19839,steffi,28.0
18606,of montreal,52.0
18479,various artists,7.0
18605,the dirtbombs,28.0
18518,in solitude,19.0
18602,glasser,25.0
18599,lee ranaldo and the dust,3.0
18579,sons of the morning,5.0
18580,elf power,18.0
18568,into it. over it.,31.0
18277,pusha t,72.0
18506,le1f,24.0
18600,albert hammond jr.,46.0
18581,tape deck mountain,4.0
18532,hunters,51.0
18594,sleigh bells,48.0
18542,alex chilton,31.0
18575,brendan canning,12.0
18540,steve hauschildt,31.0
18535,yuppies,20.0
18586,darkside,52.0
18576,polvo,36.0
18596,rjd2,47.0
18530,trentemller,49.0
18524,roy harper,31.0
18537,oneohtrix point never,47.0
18598,touch amor,47.0
18585,the blow,29.0
18573,quasi,49.0
18554,forest fire,4.0
18565,danny brown,62.0
13622,2562,16.0
18614,lorde,77.0
18572,blitzen trapper,47.0
18521,kelley stoltz,27.0
18538,the field,33.0
18499,deltron 3030,44.0
18531,the foreign exchange,38.0
19718,jason feathers,3.0
18597,cuushe,18.0
18548,justin timberlake,82.0
18513,machinedrum,48.0
18582,yuck,38.0
18577,melt-banana,32.0
18368,pinkish black,11.0
18574,haim,67.0
18570,fuzz,37.0
18557,dr. dog,64.0
18500,san fermin,38.0
18592,youth code,27.0
18533,mazzy star,72.0
18514,au revoir simone,36.0
5298,takako minekawa,21.0
19355,carl hultgren,49.0
18329,loss of self,2.0
18529,icona pop,67.0
18534,jesu,74.0
18525,girls against boys,24.0
18359,ghost wave,17.0
18459,ulcerate,34.0
18523,chvrches,62.0
18492,why?,39.0
18417,potty mouth,15.0
18495,blouse,34.0
18418,windhand,38.0
18517,nirvana,83.0
18519,peter gabriel,65.0
14660,laetitia sadier,47.0
18394,grave miasma,10.0
18567,the internet,61.0
18511,drake,97.0
18512,frankie rose,27.0
18591,ariana grande,92.0
18520,huerco s.,32.0
18483,fort romeau,34.0
18482,sebadoh,39.0
18494,yoko ono plastic ono band,24.0
18569,g-dragon,76.0
16143,total control,14.0
18547,rashad becker,4.0
18590,fka twigs,70.0
18497,elvis costello,55.0
18497,the roots,61.0
18496,mark lanegan,50.0
18555,carol kleyn,2.0
18416,kyson,49.0
18498,holy ghost!,37.0
18562,2 chainz,77.0
18449,the dead c,8.0
18489,royal bangs,8.0
18484,keep shelly in athens,38.0
18491,bill callahan,47.0
18367,modern life is war,29.0
18493,crystal stilts,28.0
18473,london grammar,65.0
467,antony and the johnsons,47.0
18487,mgmt,76.0
18488,islands,32.0
18490,daedelus,36.0
18485,clark,42.0
18486,lake,64.0
18477,factory floor,21.0
18468,delorean,23.0
18478,joanna gruesome,17.0
18388,balance and composure,47.0
18552,jacuzzi boys,37.0
18474,goldfrapp,52.0
18460,willis earl beal,25.0
18467,the 1975,78.0
18472,jessy lanza,35.0
18516,j-zone,21.0
18386,arctic monkeys,87.0
18561,lil wayne,88.0
20231,carter tutti,7.0
18360,carcass,49.0
18550,terry malts,22.0
18470,janelle mone,68.0
18471,body/head,5.0
18387,man man,36.0
18546,elizabeth morris,36.0
18551,emily reo,7.0
18458,the weeknd,97.0
18438,califone,33.0
18444,goodie mob,46.0
18453,mm,56.0
18465,the stepkids,13.0
18560,pixies,70.0
18456,chelsea wolfe,50.0
18505,richard youngs,8.0
18462,the howling wind,0.0
18435,jackson and his computerband,22.0
18451,neko case,48.0
18415,the julie ruin,30.0
18436,jonathan rado,10.0
12454,the gaslight anthem,53.0
18466,pink frost,5.0
18447,volcano choir,40.0
18448,king khan and the shrines,29.0
18452,roky erickson,33.0
18437,richard buckner,30.0
18504,vattnet viskar,3.0
18443,nine inch nails,68.0
18457,okkervil river,37.0
18454,john wizards,20.0
18503,holograms,22.0
16893,apache dropout,0.0
18402,bob dylan,78.0
18461,icarus line,11.0
18310,marcos cabral,27.0
18397,golden suits,2.0
18331,vasaeleth,0.0
18414,king krule,60.0
18442,sly and the family stone,58.0
18431,vieux farka tour,51.0
18375,modern hut,0.0
18422,venom p. stinger,3.0
16195,young l,39.0
18501,party supplies,29.0
18441,shigeto,35.0
18502,pity sex,32.0
18440,various artists,7.0
18401,forest swords,40.0
20150,leather corduroys,60.0
18333,flaamingos,1.0
13476,amen dunes,38.0
18400,m. geddes gengras,10.0
18429,franz ferdinand,69.0
18385,dent may,66.0
18346,gorguts,33.0
18347,bent shapes,3.0
18439,lycia,29.0
18408,julianna barwick,45.0
18411,crocodiles,25.0
18424,diana,67.0
18432,mean lady,17.0
18446,exhumed,29.0
17921,a$ap ferg,71.0
18393,anna meredith,29.0
18188,laura veirs,39.0
18364,r. stevie moore,31.0
18383,still life still,5.0
18398,ty segall,48.0
18382,destruction unit,10.0
18423,the world is a beautiful place & i am no longer afraid to die,37.0
18412,white hills,21.0
18428,roach gigz,26.0
18325,no age,27.0
18409,illangelo,27.0
15955,jam city,38.0
18420,jeremiah jae,31.0
18305,watain,39.0
1816,the cribs,44.0
18381,porcelain raft,29.0
18410,diarrhea planet,23.0
18366,ildjarn,18.0
18421,danny paul grody,17.0
18378,julia holter,37.0
18326,braids,29.0
18425,bitchin bajas,24.0
18391,slow walkers,5.0
18406,the delta mirror,1.0
19819,darkspace,18.0
18390,robbie basho,27.0
18299,gogol bordello,51.0
18306,surf city,6.0
18407,jonwayne,38.0
18365,superchunk,35.0
18419,sampha,65.0
18405,billy woods,51.0
18379,pure bathing culture,27.0
18370,various artists,7.0
18363,mark kozelek,35.0
17503,king louie,43.0
12119,grouper,61.0
18330,lustmord,35.0
18377,bare mutants,0.0
18374,the horse's ha,0.0
18324,washed out,53.0
17544,il sogno del marinaio,4.0
18372,rudimental,70.0
18351,dbridge,30.0
18373,ras g,28.0
18327,rl grime,62.0
18350,dm-funk,47.0
18350,steve arrington,40.0
18314,edward sharpe & the magnetic zeros,63.0
18403,the belle game,16.0
18371,missing monuments,0.0
18323,bloc party,62.0
18352,the clean,40.0
18353,pete rock,53.0
18353,camp lo,44.0
18354,homeboy sandman,37.0
18358,yellow eyes,21.0
6697,the raveonettes,43.0
18362,prodigy,66.0
18362,the alchemist,73.0
18307,-ziq,48.0
18694,title fight,65.0
18322,pop. 1280,5.0
18321,ultrasta,6.0
18254,eric copeland,15.0
18308,dawn of midi,17.0
18318,honey ltd.,9.0
18300,ken camden,2.0
18317,explosions in the sky,51.0
18317,david wingo,36.0
18316,annie,71.0
18319,minks,17.0
18348,sarah lee guthrie,4.0
18348,johnny irion,9.0
18224,lycus,3.0
18293,loftus,1.0
905,braid,37.0
18340,soft metals,7.0
18093,lesbian,28.0
18263,wrekmeister harmonies,13.0
18315,moderat,58.0
18344,helen marnie,1.0
18068,mouth of the architect,14.0
18189,morne,12.0
18349,raffertie,46.0
18341,ka,92.0
18357,crash of rhinos,16.0
18332,the cairo gang,13.0
18284,partynextdoor,88.0
18287,true widow,33.0
18339,baroness,44.0
18312,grant hart,15.0
18294,the love language,20.0
18262,mammoth grinder,22.0
16667,king tuff,36.0
18298,alunageorge,62.0
12774,david lang,31.0
18304,ikonika,19.0
18345,nylo,26.0
18311,chance,75.0
18336,kevin gates,73.0
18337,future bible heroes,13.0
18285,twin peaks,44.0
18301,taragana pyjarama,4.0
7339,songs: ohia,45.0
18296,weekend,97.0
18228,lightning dust,19.0
18290,nadine shah,34.0
18302,nobody,61.0
18175,valient thorr,22.0
18297,jackson scott,7.0
18286,hunx and his punx,25.0
18260,palms,28.0
18255,locrian,15.0
18269,salvia plath,69.0
18288,the mountain goats,55.0
18268,pet shop boys,68.0
18258,the memories,32.0
18174,hospital ships,3.0
18131,dunkelziffer,12.0
18295,fuck buttons,26.0
18207,-ziq,48.0
18289,roedelius schneider,0.0
18159,man's gin,6.0
18240,okkyung lee,12.0
20030,the smashing pumpkins,75.0
