reviewid,artist, popularity
14646,seefeel,33.0
14656,boston spaceships,11.0
14652,weezer,74.0
14629,mf doom,76.0
14647,abe vigoda,8.0
14117,moon duo,35.0
14645,crocodiles,25.0
14622,grinderman,40.0
14639,the tallest man on earth,51.0
20046,torche,31.0
14604,dungen,35.0
14607,sebastian blanck,1.0
14640,of montreal,52.0
14637,el guincho,58.0
18615,black milk,41.0
14611,everything everything,51.0
14638,quest for fire,14.0
19693,interpol,63.0
14609,blonde redhead,50.0
14636,magic kids,5.0
13487,zola jesus,37.0
14630,boduf songs,11.0
14605,the walkmen,46.0
19358,ryksopp,61.0
14635,teengirl fantasy,13.0
14633,sistol,1.0
14610,cloudland canyon,4.0
14625,robyn,63.0
14623,miles davis,64.0
10005,a sunny day in glasgow,20.0
14626,eels,57.0
14603,the acorn,19.0
14616,hot chip,52.0
14620,black mountain,36.0
14617,superpitcher,30.0
14613,neurosis,33.0
19789,arp,25.0
14615,the thermals,37.0
19387,k. leimer,33.0
14621,playboy tre,20.0
14614,aeroplane,47.0
14601,various artists,7.0
14618,sufjan stevens,71.0
14598,jenny and johnny,17.0
14587,the dandy warhols,54.0
14592,oval,27.0
14608,mr. dibiase,28.0
14602,philip selway,39.0
14594,gucci mane,77.0
14589,dm-funk,47.0
14576,chief,77.0
14583,lorn,59.0
19408,klaxons,50.0
14588,pale sketcher,5.0
14586,tamaryn,40.0
14596,imbogodom,0.0
18153,sean nicholas savage,30.0
14584,the electronic anthology project,42.0
14571,jeezy,71.0
14582,various artists,7.0
14591,we are scientists,41.0
14590,drivan,1.0
15349,antony and the johnsons,47.0
14574,ra ra riot,44.0
14585,kingdom,48.0
14581,rose elinor dougall,33.0
14577,various artists,7.0
14573,mogwai,54.0
17056,the jon spencer blues explosion,42.0
14580,ciafrica,59.0
14563,magneta lane,8.0
14578,islaja,9.0
14570,!!!,79.0
14560,hannibal buress,37.0
19143,s. carey,41.0
14555,land of talk,37.0
14538,various artists,7.0
14566,arab strap,36.0
14568,fennesz daniell buck,55.0
14572,venice is sinking,2.0
14546,richard a. ingram,0.0
14561,the claudia quintet,54.0
14539,isobel campbell & mark lanegan,39.0
14565,wale,74.0
19840,objekt,27.0
14557,elk city,14.0
14547,lissie,53.0
14532,various artists,7.0
14562,isis,37.0
14562,melvins,48.0
14551,pvt,63.0
14541,sky larkin,6.0
14564,the poison control center,2.0
18676,los campesinos!,52.0
14525,nite jewel,32.0
14550,brad laner,1.0
14559,oren ambarchi | keiji haino | jim o'rourke,26.0
14553,young man,44.0
14533,matthew dear,37.0
19543,james blackshaw,19.0
14552,chris corsano band,24.0
14558,robert ashley,15.0
14556,ben klock,37.0
14537,les savy fav,28.0
14548,balam acab,26.0
14554,someone still loves you boris yeltsin,36.0
14530,coliseum,15.0
14543,colour revolt,22.0
14542,bun b,59.0
14510,kathryn calder,10.0
14454,cloud cult,39.0
14526,dead confederate,21.0
14544,failing lights,0.0
14512,the body,35.0
14540,autolux,33.0
14519,skream,48.0
14536,tim cohen,4.0
14545,endless boogie,19.0
14523,maximum balloon,19.0
14514,seu jorge & almaz,0.0
14521,darker my love,18.0
14531,teen daze,38.0
14528,stornoway,36.0
14515,queens of the stone age,70.0
14529,david dondero,14.0
14497,clubfeet,22.0
14501,shannon stephens,55.0
14503,christopher willits,29.0
14499,freddie gibbs,68.0
14518,candy claws,40.0
14513,walter gibbons,6.0
14492,cfcf,35.0
14527,regina,62.0
14524,serge gainsbourg,56.0
14524,jane birkin,48.0
14508,james brown,64.0
14520,versus,44.0
14504,mt. st. helens vietnam band,4.0
14484,miniature tigers,48.0
14498,el-p,58.0
14482,rick ross,77.0
14517,spur,71.0
14507,deastro,13.0
14445,frazey ford,57.0
14516,arcade fire,65.0
14511,shapes and sizes,2.0
14500,k-x-p,7.0
14506,various artists,7.0
14485,cats on fire,14.0
14474,curren$y,63.0
14505,robert pollard,24.0
14486,jaill,12.0
14502,vex'd,11.0
14494,the wailing wall,0.0
14509,four tet,63.0
14475,neu!,36.0
14460,antarctica takes it!,56.0
14495,jesca hoop,33.0
14483,thieves like us,30.0
14489,tony da gatorra vs. gruff rhys,42.0
14490,slum village,55.0
14477,the magic numbers,39.0
14496,secret cities,4.0
14479,the flowers of hell,6.0
14472,best coast,44.0
14488,richard ashcroft,49.0
14473,dual identity,0.0
14491,jimmy edgar,32.0
14493,heavy winged,0.0
14463,menomena,33.0
14480,sun araw,33.0
14481,the henry clay people,5.0
14487,peeesseye,63.0
14471,blue giant,0.0
14412,mount kimbie,52.0
14476,various artists,7.0
14478,zero 7,57.0
15523,kyle bobby dunn,27.0
14465,mass shivers,0.0
14455,department of eagles,31.0
14339,lower dens,32.0
14467,richard youngs,8.0
14470,the coral,49.0
14456,mahjongg,2.0
14462,major lazer,76.0
14452,max richter,73.0
14469,mountain man,36.0
14394,bettye lavette,51.0
14420,ninjasonik,14.0
14459,the books,38.0
14468,jay bennett,4.0
14464,the love language,20.0
14442,mystery jets,42.0
14466,bombay bicycle club,56.0
14364,el guincho,58.0
19798,perfume genius,58.0
14448,yakuza,9.0
14450,man forever,11.0
14458,light pollution,0.0
14461,autechre,44.0
14383,au revoir simone,36.0
15897,zola jesus,37.0
14428,la vampires,19.0
14451,fabulous diamonds,1.0
14328,various artists,7.0
14446,r.e.m.,74.0
14453,school of seven bells,32.0
14422,carissa's wierd,43.0
14447,tin man,71.0
14437,chatham county line,28.0
14449,the-dream,66.0
14430,sun kil moon,49.0
14426,fol chen,10.0
14440,bob desper,14.0
14431,various artists,7.0
14434,m.i.a.,70.0
14414,how to dress well,28.0
14408,woodsman,42.0
14441,david karsten daniels,10.0
14441,fight the big bull,10.0
14277,kevin dunn,1.0
18065,baths,50.0
14410,daniel johnston,45.0
14443,spirituals,27.0
14405,diskjokke,13.0
14423,various artists,7.0
8760,wovenhand,32.0
14444,liz phair,47.0
14429,matmos,22.0
14429,so percussion,27.0
14421,jack rose,24.0
14965,tensnake,52.0
14416,glitterbug,65.0
14436,bjrk,64.0
14436,dirty projectors,41.0
14432,blondes,50.0
14438,boris,63.0
16533,torche,31.0
14400,rachid taha,47.0
14435,black tusk,26.0
14424,big boi,54.0
14425,michael mayer,35.0
14378,crooked fingers,25.0
14417,dino felipe,1.0
14419,roach gigz,26.0
14411,optimo,37.0
14409,gucci mane,77.0
14376,das racist,29.0
14399,rusko,46.0
14321,ed harcourt,32.0
14415,wavves,44.0
14404,scissor sisters,60.0
14418,lil b,87.0
19677,nachtmystium,21.0
14395,trumpeter swan,0.0
14407,ceo,59.0
14413,kurt vile,54.0
14371,the pipettes,22.0
7107,shellac,35.0
14403,sleepy sun,33.0
14398,wolf parade,42.0
14393,nina nastasia,23.0
14388,rolo tomassi,34.0
14406,psychic ills,32.0
14387,various artists,7.0
14366,julian lynch,13.0
14357,various artists,7.0
14401,tender trap,9.0
14389,maps & atlases,29.0
14372,ramadanman,15.0
14386,the roots,61.0
14373,magic bullets,8.0
14402,infant sorrow,31.0
14390,omar souleyman,39.0
14363,efdemin,33.0
16576,kindness,34.0
19338,cold cave,41.0
14377,kode9,27.0
14397,forest swords,40.0
14298,meursault,17.0
14348,health,59.0
14392,oasis,79.0
19758,allo darlin',24.0
14391,delays,30.0
14360,windsor for the derby,23.0
14358,raekwon,64.0
14375,actress,41.0
19303,sd laika,18.0
14382,the constellations,33.0
14384,linfinity,0.0
19924,stars,66.0
14317,laurie anderson,44.0
14370,vic chesnutt,31.0
14361,viernes,36.0
14293,dragoon,0.0
14380,eminem,91.0
14379,common,62.0
14365,the divine comedy,43.0
14368,oval,27.0
14296,sia,85.0
14359,the chemical brothers,64.0
19637,wolfgang voigt,13.0
14369,devo,54.0
14356,rhymefest,32.0
14351,signaldrift,4.0
14336,major lazer,76.0
19594,melted toys,3.0
19585,the gaslight anthem,53.0
14342,hammock,49.0
14344,keepaway,1.0
14334,florene,79.0
14367,drake,97.0
14350,hot hot heat,40.0
14329,the cool kids,35.0
14362,richard hawley,48.0
14347,ty segall,48.0
14340,how to destroy angels_,41.0
14343,t.i.,76.0
14346,suckers,9.0
14352,pernice brothers,31.0
14312,koes bersuadara,15.0
14326,oneohtrix point never,47.0
3630,jonny greenwood,46.0
14322,villagers,52.0
14338,walls,34.0
14345,wye oak,47.0
14288,the cure,76.0
14341,junip,49.0
14314,konono n1,22.0
14337,various artists,7.0
14278,lafur arnalds,64.0
14275,emeralds,21.0
14330,refused,54.0
14325,various artists,7.0
14303,casiokids,26.0
14311,pontiak,14.0
14331,ratatat,66.0
19850,the drums,63.0
14306,trentemller,49.0
14248,the jayhawks,43.0
14302,television personalities,33.0
14324,ariel pink's haunted graffiti,48.0
14318,here we go magic,30.0
14323,various artists,7.0
14310,hanoi janes,1.0
14320,dm stith,12.0
14276,blitzen trapper,47.0
14255,saint etienne,47.0
14308,a-trak,63.0
14313,melvins,48.0
14307,deer tick,43.0
14280,wild nothing,47.0
14267,teenage fanclub,43.0
14319,the la's,60.0
14316,jadakiss,64.0
14315,tift merritt,38.0
14270,guido,0.0
14305,onra,44.0
14304,various artists,7.0
14309,devin the dude,54.0
14758,mark mcguire,20.0
14294,robyn,63.0
14299,born ruffians,38.0
14301,active child,39.0
14218,cate le bon,44.0
14263,brooklyn rider,22.0
14279,tame impala,81.0
14289,jeezy,71.0
14295,the ponys,13.0
14266,naked on the vague,0.0
14287,redhooker,0.0
14233,david cross,28.0
14300,karen elson,31.0
15763,big k.r.i.t.,57.0
14291,the chap,19.0
14290,peter wolf crier,19.0
19631,shabazz palaces,33.0
14297,tracey thorn,46.0
14258,damien jurado,49.0
14247,dead meadow,36.0
14206,my gold mask,6.0
14292,reflection eternal,46.0
14260,tobacco,41.0
14262,the samps,4.0
14272,mono,46.0
14274,robedoor,1.0
14229,james blake,69.0
14281,beach fossils,53.0
14283,james holden,40.0
14214,jeremy jay,17.0
14282,the depreciation guild,21.0
14273,jamie lidell,41.0
14265,damian marley,68.0
14265,nas,73.0
14763,the jon spencer blues explosion,42.0
14244,ellen allien,36.0
14239,solvent,20.0
14271,janelle mone,68.0
14269,foals,63.0
14268,scarface,56.0
17135,trash talk,29.0
14252,various artists,7.0
14264,the rolling stones,79.0
19329,the black keys,71.0
14259,guilty simpson,39.0
14256,daniel higgs,7.0
18631,cave,70.0
14243,band of horses,61.0
14249,rangda,2.0
14261,effi briest,0.0
14253,woven bones,1.0
14236,under byen,14.0
19183,lcd soundsystem,61.0
14240,harvey milk,12.0
14245,club 8,35.0
14234,konntinent,1.0
14161,wounded lion,1.0
14251,sleigh bells,48.0
14207,holy fuck,58.0
14215,shining,33.0
17104,zs,95.0
14246,keane,75.0
14241,male bonding,8.0
14228,japandroids,37.0
14242,b.o.b,73.0
14226,thee oh sees,49.0
14238,dj t.,32.0
14217,cocorosie,45.0
20097,phosphorescent,51.0
14232,black prairie,15.0
14193,indian jewelry,9.0
14227,nils frahm,61.0
14237,the dead weather,45.0
14225,sage francis,36.0
14231,steve mason,24.0
3888,robyn hitchcock,28.0
14208,twin stumps,1.0
14203,the national,65.0
14224,woods,41.0
14223,unkle,51.0
14219,paul weller,53.0
20284,people of the north,0.0
14202,the fall,44.0
14221,various artists,7.0
14211,shy child,14.0
14210,the bitters,0.0
14216,child abuse,5.0
17115,flying lotus,58.0
14188,gayngs,24.0
14205,david holmes,43.0
14204,monster movie,11.0
15903,future islands,60.0
14213,marcel dettmann,34.0
14194,booka shade,52.0
14154,the infesticons,6.0
14187,bobby and blumm,51.0
14209,emily jane white,43.0
19159,gang wizard,39.0
14138,minus the bear,46.0
14192,baby dee,12.0
20249,the wave pictures,27.0
14199,unnatural helpers,3.0
14200,broken social scene,52.0
14201,the dillinger escape plan,45.0
14197,red sparowes,28.0
14170,the joy formidable,38.0
14182,lazer crystal,0.0
14176,dom,72.0
14172,frog eyes,20.0
14163,applescal,14.0
14180,team ghost,7.0
14189,jahcoozi,10.0
14190,crystal castles,72.0
14136,kate nash,51.0
14164,alcest,48.0
14174,the black swans,1.0
14191,inlets,1.0
19767,the juan maclean,33.0
14143,the golden filter,23.0
14179,the mynabirds,21.0
14185,gogol bordello,51.0
14184,snowglobe,3.0
14178,hole,63.0
19794,karen o,50.0
14186,daughters,36.0
14151,rafter,20.0
19914,horse feathers,37.0
14146,the radio dept.,53.0
14158,kurupt,62.0
14159,medications,15.0
14171,omar khorshid,27.0
14169,ulaan khol,6.0
14173,the futureheads,39.0
14156,rufus wainwright,55.0
19985,hound,58.0
17201,davinci,42.0
14155,we are the world,51.0
14147,delorean,23.0
14148,the apples in stereo,37.0
14160,wiz khalifa,83.0
16343,disappears,12.0
14166,the endtables,2.0
19848,sam amidon,36.0
14153,incredible string band,30.0
4805,arto lindsay,33.0
14126,starkey,28.0
14145,mark sultan,12.0
14824,caribou,57.0
14118,lucky soul,10.0
14127,daedelus,36.0
14150,mark van hoen,9.0
14152,kings go forth,23.0
14141,destroyer,47.0
14123,plants and animals,28.0
14142,little brother,42.0
14086,we have band,34.0
14137,the sight below,19.0
14135,bill callahan,47.0
14144,gucci mane,77.0
14139,the nels cline singers,35.0
14140,mi ami,42.0
14133,harlan t. bobo,5.0
14110,the tallest man on earth,51.0
14134,sightings,3.0
14108,murs,47.0
14108,9th wonder,55.0
14130,cibelle,27.0
14128,race horses,3.0
14125,iggy and the stooges,51.0
14124,prins thomas,35.0
14129,priestess,39.0
14131,ikonika,19.0
14132,blind man's colour,1.0
14120,roky erickson,33.0
14120,okkervil river,37.0
14089,dr. dog,64.0
14081,thomas fehlmann,32.0
14109,sally seltmann,18.0
14119,to rococo rot,24.0
14122,mgmt,76.0
14111,matthew herbert,40.0
14121,young jazz rebels,4.0
18001,small black,42.0
14080,white hills,21.0
20052,ghostface killah,64.0
14112,raekwon,64.0
14112,method man,68.0
14103,high places,11.0
14106,the bundles,1.0
14114,dosh,88.0
17121,moon duo,35.0
14113,david byrne,53.0
14113,fatboy slim,65.0
14058,matt pond pa,36.0
14115,javelin,24.0
14072,nice nice,58.0
14104,janka nabay,8.0
14107,doves,54.0
19890,jawbreaker,40.0
14078,wooden shjips,38.0
14105,growing,26.0
14090,mux mool,26.0
14095,erykah badu,69.0
14093,harlem,33.0
14099,savath y savalas,11.0
14101,tunng,39.0
14060,mike swoop,15.0
14098,jnsi,52.0
14085,sharon jones and the dap-kings,59.0
14097,black francis,26.0
14096,emma pollock,12.0
14092,christy & emily,0.0
14088,bonnie prince billy,44.0
14088,the cairo gang,13.0
18066,laura marling,56.0
16341,scuba,27.0
14091,turin brakes,40.0
14087,the society of rockets,3.0
16681,liars,32.0
14074,black tambourine,31.0
14041,lali puna,32.0
14052,sin ropas,1.0
14065,the delta mirror,1.0
14054,dum dum girls,38.0
14071,the deadly syndrome,18.0
14084,mimicking birds,32.0
14077,loscil,40.0
14047,native,20.0
14083,galaxie 500,41.0
16753,sonny and the sunsets,35.0
14073,twin sister,43.0
14050,amanaz,44.0
14043,white mystery,3.0
14070,elliott smith,66.0
14023,mulatu astatke,53.0
14066,radar brothers,9.0
14064,jhann jhannsson,63.0
14067,sweet apple,7.0
14068,the white stripes,71.0
14037,ulrich schnauss,39.0
14032,ben sollee and daniel martin moore,36.0
14034,alex smoke,15.0
14056,liliput,29.0
14056,kleenex,29.0
14063,goldfrapp,52.0
14062,love is all,10.0
14049,inspectah deck,59.0
14057,the kissaway trail,9.0
14061,new young pony club,34.0
14035,bright eyes,57.0
14035,neva dinova,30.0
14575,the jon spencer blues explosion,42.0
14029,serena-maneesh,13.0
14048,a weather,4.0
14059,sunburned hand of the man,13.0
14039,various artists,7.0
14055,let's wrestle,10.0
14053,motor city drum ensemble,36.0
14044,alex bleeker and the freaks,8.0
14027,we are wolves,24.0
17990,she & him,51.0
14051,autechre,44.0
14033,the method actors,4.0
13913,georgia anne muldrow,36.0
14024,lawrence arabia,26.0
16898,jj,62.0
14020,junius,22.0
14031,tanlines,25.0
14025,the art museums,0.0
14028,fyfe dangerfield,23.0
14040,free energy,18.0
14030,awesome color,2.0
14004,annuals,12.0
14005,the strange boys,21.0
14026,double dagger,6.0
13965,the morning benders,31.0
13955,freelance whales,34.0
14042,happy birthday,49.0
14046,various artists,7.0
13980,akira kosemura,52.0
13993,drive-by truckers,51.0
13973,the besnard lakes,18.0
14009,the brian jonestown massacre,54.0
13986,kammerflimmer kollektief,13.0
14015,hunx and his punx,25.0
14011,fang island,17.0
14017,eddy current suppression ring,29.0
14016,pillars and tongues,0.0
19578,late bloomer,3.0
14022,various artists,7.0
14010,titus andronicus,30.0
14012,infinite body,11.0
14014,miles kurosky,27.0
14018,millionyoung,32.0
14003,various artists,7.0
13979,broken bells,55.0
14722,zola jesus,37.0
14798,teebs,42.0
14000,aloha,52.0
14013,major stars,1.0
14008,gorillaz,82.0
14001,black rebel motorcycle club,52.0
13999,skullflower,29.0
13994,kidz in the hall,19.0
13977,dinowalrus,0.0
14793,liars,32.0
13992,ted leo and the pharmacists,31.0
13998,fenn o'berg,0.0
14007,golden triangle,2.0
13843,various artists,7.0
14002,pavement,59.0
13983,frightened rabbit,48.0
14006,lonelady,16.0
13996,andrew thomas,2.0
13958,ortolan,36.0
13997,record club,35.0
13969,the ruby suns,19.0
13953,josiah wolf,0.0
13995,ellie goulding,80.0
13959,jaguar love,10.0
13968,gonjasufi,29.0
13894,the whigs,22.0
13990,balmorhea,49.0
13976,valgeir sigursson,34.0
13978,various artists,7.0
13989,clogs,54.0
13887,rogue wave,44.0
13963,yellow swans,17.0
13971,various artists,7.0
13981,bomb the bass,40.0
13984,spiritualized,44.0
13911,jason collett,22.0
13957,andrew w.k.,51.0
13985,archie bronson outfit,24.0
13988,pierced arrows,12.0
17847,the knife,49.0
13974,planningtorock,33.0
13974,mt. sims,2.0
19478,a sunny day in glasgow,20.0
13966,high on fire,40.0
13967,mathematics,46.0
13975,slow club,30.0
13933,xiu xiu,45.0
13949,ellen allien,36.0
13972,efterklang,37.0
13970,gigi,79.0
13939,fredrik,22.0
19080,johnny cash,75.0
13805,shout out louds,35.0
13964,holly miranda,25.0
13954,phantogram,67.0
13898,githead,9.0
13934,shearwater,34.0
13927,eluvium,36.0
13950,jack rose,24.0
13943,adam green,35.0
13961,brilliant colors,1.0
13960,joanna newsom,37.0
13928,clem snide,35.0
19456,martyn,25.0
13945,kasper bjrke,37.0
13932,sambassadeur,17.0
19852,these new puritans,34.0
13942,quasi,49.0
13921,wolf people,25.0
13946,memoryhouse,22.0
13877,via audio,5.0
13947,pantha du prince,32.0
18725,excepter,2.0
13944,j. stalin,43.0
13948,ewan pearson,20.0
13906,mumford & sons,75.0
19250,freeway,53.0
13930,jake one,34.0
13937,robert pollard,24.0
13940,past lives,60.0
13895,everybody was in the french resistance...now!,0.0
13941,cave in,31.0
13931,toro y moi,61.0
13917,field music,26.0
13910,various artists,7.0
13862,juliana hatfield,31.0
13912,capgun coup,2.0
13935,peter gabriel,65.0
19283,thee silver mt. zion memorial orchestra,37.0
13936,citay,3.0
13918,you say party,11.0
13808,lafur arnalds,64.0
13925,local natives,56.0
13849,tindersticks,48.0
13900,wetdog,1.0
13838,various artists,7.0
13926,a grave with no name,2.0
13920,sade,77.0
20313,liturgy,26.0
13904,various artists,7.0
13882,the amazing,52.0
13902,reagenz,7.0
13922,yeasayer,41.0
13886,the seven fields of aphelion,16.0
13916,scout niblett,32.0
13914,"anthony ""shake"" shakir",1.0
13919,various artists,7.0
13893,gil scott-heron,50.0
13884,kath bloom,31.0
13880,title tracks,1.0
13875,aufgang,21.0
13909,interference,22.0
13864,massive attack,69.0
13907,stricken city,1.0
13869,afcgt,0.0
13851,robedoor,1.0
13710,various artists,7.0
13908,hot chip,52.0
13883,ali farka tour,50.0
13883,toumani diabat,52.0
13780,various artists,7.0
13903,basia bulat,42.0
13905,the watson twins,35.0
13899,moonface,19.0
13892,the soft pack,28.0
13868,strong arm steady,24.0
13811,various artists,7.0
13737,ethernet,27.0
13116,lil wayne,88.0
13897,hockey,52.0
13901,the album leaf,46.0
13891,leyland kirby,6.0
13687,starless & bible black,0.0
13885,midlake,44.0
13867,malachai,19.0
13538,various artists,7.0
13890,kevin barker,37.0
13889,anna ternheim,47.0
13860,fucked up,33.0
13853,the house of love,37.0
13888,the brunettes,14.0
13896,oneohtrix point never,47.0
13776,nmperign,1.0
16036,los campesinos!,52.0
13834,lightspeed champion,24.0
13847,class actress,45.0
13785,agf,16.0
13729,saviours,10.0
13859,various artists,7.0
13881,clipd beaks,1.0
13874,etienne jaumet,22.0
13781,good shoes,32.0
13850,the orkustra,15.0
13878,charlotte gainsbourg,50.0
13817,the hotrats,11.0
13841,retribution gospel choir,5.0
13866,au,76.0
13858,various artists,7.0
13876,the magnetic fields,54.0
13814,buraka som sistema,39.0
13863,various artists,7.0
13769,barton carroll,22.0
13865,yellowfever,0.0
13872,beach house,74.0
13873,delphic,23.0
13816,boat,66.0
13831,various artists,7.0
13822,jaga jazzist,27.0
13861,four tet,63.0
2632,death vessel,8.0
13825,pit er pat,2.0
13798,rachel grimes,33.0
13854,red krayola with art & language,9.0
13845,various artists,7.0
15211,j mascis,36.0
16657,mount eerie,45.0
13820,franco & le tout puissant ok jazz,30.0
13855,monolake,28.0
13844,surfer blood,31.0
13835,eels,57.0
13852,edward sharpe & the magnetic zeros,63.0
19298,trans am,23.0
13840,krallice,21.0
13848,lindstrm & christabelle,65.0
13832,aziz ansari,36.0
13846,portastatic,23.0
13842,kaito,47.0
13637,felix,63.0
19514,spoon,56.0
13837,roy montgomery,26.0
16493,grouper,61.0
13833,underworld vs. the misterons,59.0
13824,various artists,7.0
13536,robin guthrie,41.0
13836,the flaming lips,55.0
19581,dikembe,36.0
13801,rjd2,47.0
13815,freedy johnston,30.0
13783,laura veirs,39.0
13819,apse,47.0
19395,owen pallett,52.0
19369,david lang,31.0
13827,lou reed,63.0
13671,immortal,55.0
13828,jason boesel,42.0
13818,animal collective,50.0
13803,bonny billy and the picket line,59.0
13826,badly drawn boy,44.0
13791,radio slave,35.0
13667,eddy current suppression ring,29.0
13823,lady gaga,94.0
19060,real estate,48.0
13813,cornershop,49.0
13690,james husband,12.0
13569,luigi archetti & bo wiget,51.0
13821,kanye west,92.0
19772,fela kuti,49.0
16053,g-side,25.0
13770,untold,16.0
13792,oh no ono,9.0
13807,vampire weekend,65.0
13793,gucci mane,77.0
13804,imaad wasif,6.0
18507,grooms,4.0
13806,klimek,35.0
13810,young money,62.0
13809,ben frost,31.0
13779,24-carat black,25.0
13796,the mantles,10.0
13743,laarks,0.0
13800,doom,76.0
13797,various artists,7.0
13799,the mayfair set,0.0
13661,eliane radigue,16.0
19299,new age steppers,15.0
16186,lupe fiasco,67.0
13795,bell orchestre,10.0
13789,black to comm,7.0
13802,redshape,13.0
13782,radian,17.0
13772,the tough alliance,22.0
13774,james brown,64.0
13784,eugene mirman,40.0
13748,joakim,41.0
13633,ahleuchatistas,4.0
13790,r. kelly,68.0
13778,woody guthrie,47.0
13597,editors,53.0
13773,various artists,7.0
13761,brett anderson,24.0
13771,neil young,69.0
13755,the rakes,29.0
13768,turbo fruits,6.0
13763,omar rodriguez-lpez,57.0
13759,various artists,7.0
13767,clipse,51.0
13758,various artists,7.0
13760,baaba maal,47.0
13757,tape deck mountain,4.0
13575,doomriders,23.0
13766,lowell brams,20.0
13749,sea wolf,42.0
13623,dappled cities,15.0
13751,arms,48.0
13765,peverelist,21.0
13762,elvis presley,78.0
13764,m.a.n.d.y.,36.0
13756,supersilent,9.0
13606,electrik red,18.0
13736,various artists,7.0
13744,lifter puller,16.0
19108,elbow,54.0
13678,mulatu astatke,53.0
13745,oh no,46.0
13699,pink skull,7.0
13708,neil young,69.0
13754,various artists,7.0
13585,luciano,64.0
19540,beverly,37.0
13669,pyramids with nadja,41.0
13752,felt,35.0
13753,paul mccartney,72.0
13735,julianna barwick,45.0
13674,gusgus,44.0
13677,princeton,10.0
13740,rihanna,92.0
13634,dm-funk,47.0
13738,rakim,58.0
13734,jookabox,10.0
13564,early day miners,13.0
13742,kraftwerk,53.0
13747,blakroc,27.0
13713,lackthereof,2.0
13720,edan,28.0
13746,charlotte hatherley,12.0
13741,jay farrar & benjamin gibbard,43.0
13727,the bravery,51.0
13665,jahdan blakkamoore,32.0
20256,pelican,36.0
13731,mount kimbie,52.0
13739,animal collective,50.0
13733,frank sinatra,78.0
13715,clare and the reasons,18.0
13726,think about life,10.0
13724,the happy hollows,10.0
13732,jawbox,31.0
13714,holopaw,5.0
13730,gift of gab,40.0
19073,d. charles speer and the helix,39.0
13712,gary higgins,14.0
13725,tom waits,59.0
13683,various artists,7.0
13722,glass ghost,17.0
13723,various artists,7.0
13719,lake heartbeat,2.0
13631,rjd2,47.0
13721,the doors,73.0
13693,snow patrol,71.0
13586,grant hart,15.0
13706,get back guinozzi!,0.0
13717,them crooked vultures,50.0
13716,hall and oates,75.0
13655,roll deep,42.0
13639,franklin bruno,2.0
13697,christmas island,1.0
13696,annie,71.0
13707,bibio,52.0
13702,orenda fink,11.0
13711,hush arbors,2.0
13412,vijay iyer trio,17.0
15918,real estate,48.0
13610,david bowie,77.0
13684,kid sister,30.0
13662,talk normal,3.0
13648,cfcf,35.0
13672,lil wayne,88.0
13681,guided by voices,47.0
19360,watter,4.0
20287,the cribs,44.0
19327,little dragon,61.0
13646,yeah yeah yeahs,68.0
13675,the rolling stones,79.0
13704,vitalic,53.0
13698,brakes,85.0
13616,king midas sound,11.0
13640,god help the girl,29.0
13676,joe goddard,46.0
13680,dj /rupture,5.0
13680,matt shadetek,1.0
13682,ola podrida,18.0
13691,thee oh sees,49.0
13686,nirvana,83.0
13685,asobi seksu,32.0
13694,on fillmore,0.0
13679,six finger satellite,14.0
13657,the mary onettes,30.0
13695,wale,74.0
13692,pylon,36.0
13688,dark meat,29.0
13689,division day,0.0
13511,digital leather,10.0
16440,bear in heaven,25.0
13673,slayer,66.0
13649,various artists,7.0
13653,efterklang,37.0
13663,bottin,23.0
13668,various artists,7.0
13558,soulsavers,37.0
13628,maps,29.0
13604,part chimp,16.0
13565,jack peate,40.0
13666,julian casablancas,64.0
20270,ibeyi,50.0
13664,matias aguayo,31.0
13539,sleeping states,2.0
13509,a.a. bondy,33.0
13656,weezer,74.0
13659,molina and johnson,0.0
13605,pants yell!,5.0
19633,spider bags,7.0
13652,heavy trash,19.0
16439,morrissey,60.0
13658,foo fighters,77.0
13603,baroness,44.0
13630,various artists,7.0
19978,2562,16.0
19816,u2,78.0
13643,doom,76.0
13629,isaac hayes,51.0
13588,panther,69.0
13647,richard youngs,8.0
13645,devendra banhart,55.0
13644,tegan and sara,56.0
13602,beak>,36.0
13600,jesu,74.0
13642,espers,16.0
13641,r.e.m.,74.0
13625,converge,43.0
13613,lake,64.0
13624,the swell season,37.0
13307,damian lazarus,45.0
13614,various artists,7.0
13638,tisto,83.0
13635,nellie mckay,27.0
13566,tickley feather,5.0
13612,carolyn mark,17.0
13612,nq arbuckle,20.0
13636,the jesus lizard,37.0
13560,broadcast and the focus group,55.0
13540,various artists,7.0
13627,the shaky hands,4.0
13632,miles benjamin anthony robinson,11.0
13626,various artists,7.0
13615,bob dylan,78.0
13620,the orb,44.0
13621,noah and the whale,49.0
13552,lokai,0.0
13617,fuck buttons,26.0
13595,do make say think,32.0
13611,jemina pearl,3.0
13587,grand archives,11.0
15341,the fresh & onlys,20.0
13619,atlas sound,33.0
13598,the slits,39.0
13599,drummer,47.0
13609,elvis perkins in dearland,17.0
13608,mv & ee,24.0
13576,phoenix,67.0
1504,the clientele,43.0
13582,flashy python,2.0
14844,excepter,2.0
13607,russian circles,45.0
13570,flight of the conchords,47.0
13547,spiral stairs,4.0
13596,themselves,17.0
13601,zero 7,57.0
13520,vic chesnutt,31.0
13593,sufjan stevens,71.0
20293,madonna,80.0
