artist, popularity
emilana torrini,50.0
original silence,0.0
the rumble strips,32.0
alexander tucker,64.0
rex the dog,39.0
mugison,33.0
cats in paris,1.0
ilya monosov,0.0
matt & bubba kadane,51.0
helena espvall & masaki batoh,0.0
nightmares on wax,56.0
styrofoam,18.0
the dark romantics,8.0
kimya dawson,59.0
brothers and sisters,2.0
robyn hitchcock and the egyptians,27.0
matthew sweet,40.0
made out of babies,18.0
pierre de reeder,0.0
the gutter twins,26.0
robots in disguise,22.0
wild sweet orange,9.0
tom carter and christian kiefer,3.0
the lord dog bird,2.0
james jackson toth,0.0
roots manuva,49.0
poni hoax,39.0
burning witch,14.0
theresa andersson,11.0
human highway,10.0
rahim,36.0
the verve,70.0
dan le sac vs. scroobius pip,28.0
minilogue,26.0
james lavino,53.0
french kicks,38.0
t.k. webb & the visions,52.0
azeda booth,5.0
hans-joachim rdelius & tim story,
sj esau,0.0
eef barzelay,33.0
barry adamson,33.0
the lodger,2.0
david vandervelde,15.0
lesser gonzalez alvarez,0.0
the mole,22.0
alphabeat,42.0
the stills,28.0
william f. gibbs,37.0
correcto,1.0
danny!,7.0
the jealous girlfriends,7.0
the occasional keepers,1.0
devon williams,8.0
shannon mcardle,0.0
kayo dot,21.0
tittsworth,14.0
basic channel,29.0
stereo mcs,49.0
nze,73.0
the baseball project,14.0
starling electric,1.0
this is ivy league,5.0
the music,35.0
brazilian girls,37.0
icy demons,2.0
takka takka,8.0
re-up gang,19.0
cajun dance party,50.0
unicycle loves you,0.0
drakkar sauna,2.0
madvillain,64.0
oxford collapse,8.0
the curse of company,61.0
lau nau,14.0
the muslims,30.0
blondie,70.0
ragga twins,46.0
abdel hadi halo & the el gusto orchestra of algiers,48.0
the byrds,55.0
the childballads,66.0
dredd foole,0.0
manu chao,71.0
sybris,2.0
all,70.0
mouserocket,0.0
santogold,66.0
pas/cal,5.0
paul westerberg,36.0
the fratellis,61.0
when dinosaurs ruled the earth,0.0
the dresden dolls,59.0
pas chic chic,4.0
keak da sneak,45.0
the night marchers,16.0
shit and shine,17.0
black kids,38.0
ida maria,34.0
"forward, russia!",12.0
broken social scene presents: brendan canning,12.0
patti smith & kevin shields,59.0
julie ocean,0.0
head like a kite,6.0
we versus the shark,4.0
woelv,7.0
osborne,40.0
the pogues,61.0
three 6 mafia,64.0
babyshambles,42.0
infinite livez vs. stade,49.0
nicolay & kay,35.0
8ball,49.0
mjg,49.0
hanggai,28.0
the botticellis,1.0
dennis wilson,30.0
vapnet,16.0
blackstrap,1.0
todd barry,31.0
kid static,4.0
modey lemon,4.0
"son, ambulance",22.0
syclops,14.0
roommate,6.0
joseph arthur,36.0
eliot lipp,31.0
nurse with wound,22.0
pwrfl power,0.0
air france,20.0
plantlife,14.0
fern knight,2.0
south san gabriel,14.0
studio,56.0
the goslings,6.0
martina topley-bird,51.0
the herbaliser,48.0
mike patton,44.0
stars like fleas,0.0
twine,20.0
scott kelly,6.0
auburn lull,11.0
orchestra baobab,43.0
the presets,48.0
the m's,4.0
nalle,1.0
richard pinhas,9.0
bryan scary,26.0
paul haig,16.0
lukestar,7.0
mixel pixel,2.0
adem,45.0
cassettes won't listen,9.0
yoav,33.0
supergrass,59.0
ex reverie,1.0
christopher bissonnette,11.0
walter meego,12.0
lemuria,23.0
okay,37.0
young knives,27.0
marc ribot,36.0
festival,6.0
local h,53.0
helvetia,43.0
the pinker tones,21.0
nik freitas,7.0
steinski,12.0
nortec collective presents bostich + fussible,31.0
fat ray & black milk,62.0
free kitten,21.0
apes,38.0
witch,54.0
devastations,9.0
flying,58.0
thank you,40.0
jaymay,30.0
les rallizes denudes,29.0
hymns,37.0
subtle,16.0
the charlatans uk,47.0
pattern is movement,2.0
dragged by horses,42.0
quiet village,26.0
ecstatic sunshine,1.0
alexander turnquist,1.0
the old haunts,3.0
emmanuel jal,56.0
kid creole,35.0
the explorers club,17.0
eleanoora rosenholm,12.0
the strugglers,60.0
{{{ sunset }}},52.0
chuck berry,66.0
quinn walker,0.0
sonic sum,2.0
robert forster,22.0
orion rigel dommisse,25.0
kassin + 2,48.0
clear tigers,50.0
13ghosts,0.0
head of femur,0.0
dead child,1.0
fairport convention,44.0
new bloods,11.0
chicha libre,36.0
joy division,63.0
jucifer,23.0
cub,35.0
constantines,25.0
antietam,3.0
neptune,57.0
south,76.0
portishead,65.0
experimental dental school,1.0
toumast,8.0
mantronix,35.0
the teenagers,34.0
idol fodder,20.0
fancey,2.0
the plastic constellations,3.0
emc,32.0
the kooks,68.0
autistic daughters,1.0
de novo dahl,1.0
team robespierre,0.0
microkingdom's pro hour,35.0
the selmanaires,0.0
groove armada,58.0
colin meloy,24.0
ymd,24.0
pete & the pirates,29.0
in flames,64.0
webbie,58.0
ministry,52.0
apes & androids,38.0
bell x1,40.0
the raconteurs,55.0
"earth, roots and water",75.0
melchior productions,5.0
big dipper,8.0
lazarus,40.0
the b-52's,61.0
jarboe,22.0
justin k. broadrick,21.0
kate maki,3.0
gnarls barkley,63.0
thee silver mt. zion memorial orchestra & tra-la-la band,54.0
bauhaus,55.0
grand ole party,11.0
"does it offend you, yeah?",32.0
wrath of the weak,58.0
danava,16.0
mike doughty,33.0
dengue fever,33.0
fight amp,5.0
ocrilim,0.0
electric six,48.0
be your own pet,39.0
marah,83.0
amir elsaffar,5.0
shelby lynne,49.0
black spade,18.0
the big sleep,5.0
the lk,82.0
the exit strategy,1.0
whiskeytown,40.0
no kids,14.0
rhys chatham & his guitar trio all-stars,55.0
eric matthews,12.0
pacific uv,50.0
ida,25.0
rocket from the crypt,31.0
genghis tron,21.0
promise and the monster,9.0
what made milwaukee famous,14.0
magic weapon,68.0
warbringer,43.0
the aluminum group,13.0
joe lally,15.0
blood meridian,1.0
kelley polar,22.0
food for animals,3.0
dub trio,25.0
the jet age,21.0
kiln,24.0
jeffrey lewis & the jitters,38.0
kutiman,44.0
7 hertz,0.0
carbon/silicon,8.0
steve reid ensemble,2.0
matt costa,38.0
cowboy junkies,48.0
statehood,0.0
american music club,20.0
afrirampo,5.0
60 watt kid,0.0
disfear,25.0
rings,43.0
fairmont,9.0
biirdie,0.0
hi-fidel and dj crucial,5.0
monade,15.0
the mae shi,14.0
the busy signals,3.0
flowers forever,10.0
will oldham,28.0
human bell,11.0
samamidon,36.0
ross johnson,0.0
the weakerthans,41.0
they might be giants,57.0
vangelis,61.0
burnt friedman,19.0
the cake sale,17.0
liam finn,22.0
hey willpower,2.0
dirty on purpose,3.0
ghislain poirier,11.0
louis xiv,29.0
chris walla,29.0
songs of green pheasant,12.0
june panic,2.0
midnight juggernauts,35.0
evangelicals,5.0
enter shikari,56.0
radar bros.,9.0
g&d,3.0
c.c.c.c.,19.0
mother and the addicts,0.0
zillionaire,50.0
rob sonic,36.0
"hello, blue roses",0.0
fatal flying guilloteens,1.0
gram parsons,42.0
blood on the wall,6.0
pre,51.0
lisa gerrard,66.0
boscoe,6.0
the cansecos,0.0
bc camplight,31.0
octoberman,9.0
blue states,37.0
michael hurley,37.0
hi-tek,42.0
the a-sides,29.0
slow six,1.0
ham1,0.0
pedro,68.0
the honeydrips,15.0
idlewild,37.0
the black ghosts,45.0
michael showalter,3.0
karate,33.0
marla hansen,4.0
styles p,61.0
jazkamer,0.0
spokane,11.0
trae,50.0
the simpsons,38.0
misha,54.0
meneguar,0.0
william parkers raining on the moon,46.0
mobius band,4.0
west indian girl,15.0
begushkin,0.0
the forms,38.0
bob marley & the wailers,81.0
president,18.0
ferraby lionheart,12.0
ethan rose,5.0
iliketrains,18.0
clockcleaner,3.0
kim hiorthy,14.0
bembeya jazz national,31.0
mf grimm,45.0
a mountain of one,13.0
the real tuesday weld,44.0
enon,34.0
bobb trimble,21.0
tulsa,62.0
concentrik,35.0
soft,63.0
the thrills,34.0
the valerie project,2.0
georgie james,2.0
moving units,25.0
mac lethal,39.0
athlete,41.0
christian kiefer,15.0
mountain home,0.0
shooting spires,0.0
coughee brothaz,10.0
wzt hearts,0.0
uusitalo,4.0
hangar 18,0.0
buck 65,32.0
carol bui,0.0
dax riggs,39.0
ian brown,46.0
randall of nazareth,0.0
muscles,22.0
fire engines,10.0
gowns,13.0
kenna,31.0
playgroup and alter ego,10.0
the glass,76.0
white williams,6.0
david shrigley,10.0
calvin harris,86.0
john phillips,13.0
charalambides,2.0
the capstan shafts,1.0
debbie harry,40.0
hard-fi,43.0
people,45.0
matt valentine and erika elder,2.0
culture,64.0
ween,58.0
old time relijun,9.0
aceyalone,39.0
weedeater,36.0
twista,66.0
stereo total,35.0
jana hunter,14.0
havoc,45.0
dragons of zynth,0.0
talibam!,1.0
adrian orange & her band,4.0
baby elephant,0.0
numbers,28.0
billie holiday,65.0
johnathan rice,18.0
african virtuoses,3.0
erik friedlander,26.0
pieces of peace,2.0
cloak/dagger,19.0
the donnas,40.0
supermayer,10.0
christopher denny,9.0
roberto fonseca,36.0
the mabuses,24.0
tim gane,4.0
sean o'hagan,11.0
office,9.0
the austerity program,6.0
adam franklin,5.0
oh no! oh my!,16.0
oakley hall,2.0
ryan ferguson,4.0
joe henry,33.0
new buffalo,11.0
pseudosix,6.0
crippled black phoenix,36.0
qui,63.0
arks,48.0
picastro,13.0
brother reade,0.0
fovea hex,0.0
ice water,58.0
the modern lovers,43.0
sixtoo,11.0
zap mama,33.0
map of africa,14.0
amiina,35.0
circus devils,10.0
bang lime,48.0
turzi,21.0
kano,48.0
vhs or beta,22.0
bobby bare,53.0
sarah shannon,23.0
airiel,37.0
louis philippe,16.0
siouxsie sioux,33.0
swizz beatz,65.0
the mooney suzuki,28.0
linda thompson,24.0
the mendoza line,6.0
loren mazzacane-connors,27.0
euros childs,9.0
prefab sprout,48.0
artanker convoy,0.0
amerie,56.0
percee p,31.0
robbers on high street,10.0
mavado,55.0
travis morrison hellfighters,0.0
ash,71.0
the go,76.0
the shining path,0.0
raising the fawn,0.0
trembling blue stars,18.0
hacavitz,5.0
the high strung,32.0
danzig,59.0
wingtip sloat,0.0
the future kings of england,1.0
hopewell,3.0
northern state,8.0
jason holstrom,0.0
the angels of light,28.0
nina nastasia & jim white,26.0
patrick cleandenim,0.0
scissors for lefty,13.0
charles mingus sextet with eric dolphy,49.0
judee sill,38.0
young marble giants,31.0
montag,0.0
king wilkie,2.0
art in manila,61.0
hawkwind,40.0
miss alex white & the red orchestra,0.0
keren ann,49.0
blossom toes,11.0
the takeovers,3.0
silver daggers,1.0
the mary timony band,2.0
leyode,46.0
sebo k,22.0
botch,31.0
hans zimmer,79.0
white noise,84.0
warhammer 48k,0.0
pumice,2.0
the lovetones,11.0
marmoset,6.0
gudrun gut,18.0
bassnectar,52.0
namelessnumberheadman,0.0
the boggs,13.0
videohippos,0.0
emily haines & the soft skeleton,28.0
crowded house,70.0
kenge kenge,0.0
midnight movies,4.0
"daniel ""a.i.u."" higgs",67.0
september collective,0.0
tied & tickled trio,13.0
skeletons and the kings of all cities,1.0
balkan beat box,39.0
nicole willis & the soul investigators,3.0
dj mayonnaise,4.0
jennifer gentle,6.0
arthur & yu,74.0
southerly,0.0
frank black,41.0
the for carnation,18.0
ghq,0.0
black strobe,38.0
the tuss,31.0
american catastrophe,0.0
flash hawk parlor ensemble,0.0
the safes,10.0
king khan,36.0
fourth of july,3.0
ray's vast basement,1.0
radio moscow,42.0
tarwater,22.0
drawing voices,48.0
the detroit cobras,35.0
minus story,2.0
great lakes myth society,2.0
grant mclennan,21.0
bumps,27.0
coyote bones,0.0
they shoot horses don't they?,1.0
ibrahim ferrer,47.0
badgerlore,0.0
andrew pekler,19.0
oxbow,20.0
bottom of the hudson,1.0
jaylib,33.0
lichens,4.0
opsvik & jennings,0.0
the polyphonic spree,34.0
mark stewart,16.0
lifesavas,21.0
antiguo autmata mexicano,
tobias thomas,7.0
jazzkammer & howard stelzer,59.0
cex,11.0
sean na na,3.0
king kong,15.0
alsace lorraine,16.0
john wiese,8.0
get him eat him,2.0
the race,64.0
the saints,37.0
james blood ulmer,13.0
young jeezy presents usda,42.0
benni hemm hemm,12.0
the only children,1.0
blue scholars,36.0
mansbestfriend,50.0
illinois,30.0
shannon wright,29.0
gls,76.0
von sdenfed,10.0
tin cup prophette,1.0
goldrush,7.0
feltbattery,30.0
antelope,19.0
alessandro stefana,13.0
lewis & clarke,23.0
night canopy,69.0
electrelane,39.0
je suis france,0.0
mando diao,55.0
voxtrot,38.0
jai-alai savant,46.0
titan,66.0
morningbell,5.0
the narrator,45.0
the national lights,1.0
kathy diamond,9.0
fields,37.0
monotract,0.0
kalabrese,43.0
french toast,73.0
david torn,24.0
seymore saves the world,0.0
the innocence mission,39.0
the affair,65.0
paul duncan,0.0
mother hips,27.0
page france,15.0
fursaxa,12.0
plastiscines,19.0
the fucking champs,15.0
andy partridge,10.0
dj blaqstarr,18.0
hail social,3.0
love of diagrams,6.0
alex delivery,0.0
amandine,37.0
sister vanilla,0.0
through the sparks,0.0
maria taylor,39.0
panthers,6.0
robbie fulks,30.0
mike tamburo and the universal orchestra of pituitary knowledge,37.0
robert gomez,48.0
all smiles,56.0
priestbird,1.0
no-neck blues band,4.0
thee more shallows,9.0
kra brekkan,45.0
mira calix,18.0
silmaril,35.0
shitdisco,11.0
germans,11.0
stephen vitiello,13.0
the bark haze,33.0
novi split,4.0
mika,66.0
the comas,9.0
let's go sailing,11.0
dolly parton,74.0
elvis perkins,23.0
radical face,59.0
bobby conn,13.0
sarah nixey,5.0
golden ball,26.0
xbxrx,11.0
infinite livez,21.0
best of seth,11.0
the chalets,6.0
rosie thomas,30.0
high priest,21.0
redman,65.0
the last town chorus,13.0
the finches,12.0
moving oos,13.0
call me lightning,2.0
young buck,59.0
the red crayola,11.0
"willie nelson, merle haggard, and ray price",61.0
pentangle,34.0
justine d,2.0
rich boy,50.0
david kilgour,28.0
fountains of wayne,59.0
paula frazer and tarnation,2.0
ghost stories,44.0
axolotl,3.0
victor bermon,34.0
madeline,25.0
hotel alexis,0.0
aqueduct,19.0
mary weiss,4.0
palomar,30.0
the zincs,0.0
fulton lights,0.0
mother mother,72.0
paper airplanes,7.0
the stooges,51.0
pagoda,21.0
welcome,97.0
milenasong,0.0
secret mommy,3.0
my latest novel,27.0
momus,26.0
bob & gene,35.0
wolf & cub,10.0
catherine howe,34.0
willy mason,39.0
winterkids,2.0
tempo no tempo,47.0
nico,56.0
cheeseburger,19.0
the one am radio,15.0
the frames,38.0
omar rodriguez-lpez & damo suzuki,57.0
dean & britta,25.0
the view,85.0
greg ashley,6.0
money mark,32.0
damero,0.0
barr,64.0
the zombies,59.0
tanakh,1.0
the diminisher,0.0
electric light orchestra,72.0
mittens on strings,49.0
uncut,33.0
yellow swans & birchville cat motel,64.0
the early years,5.0
ignatz,5.0
white flight,3.0
benevento/russo duo,6.0
elephant man,53.0
p.g. six,9.0
tk webb,0.0
the memory band,10.0
softlightes,2.0
the trees community,51.0
imitation electric piano,0.0
juggaknots,33.0
clouds,86.0
women and children,0.0
six parts seven,28.0
lifetime,27.0
cyann & ben,51.0
calla,20.0
the faces,57.0
the jam,58.0
cougar,6.0
o.lamm,0.0
weasel walter quartet,0.0
audionom,1.0
radicalfashion,3.0
nurse & soldier,0.0
vert,52.0
future pilot aka,1.0
the rza presents,0.0
human host,0.0
husky rescue,26.0
no bra,21.0
noah georgeson,26.0
thomas mapfumo and the blacks unlimited,30.0
tralala,45.0
daylight's for the birds,0.0
to live and shave in l.a.,3.0
aereogramme,21.0
k-os,43.0
christina rosenvinge,37.0
relay,39.0
doleful lions,1.0
helios,43.0
bracken,56.0
jackwacker,61.0
michio kurihara,7.0
america,71.0
the aquarium,1.0
blake miller,0.0
the earlies,6.0
gruppo di improvvisazione nuova consonanza,1.0
"the good, the bad & the queen",33.0
gang starr,64.0
charlemagne palestine and tony conrad,
m. craft,17.0
paul brill,1.0
yabby you,33.0
miho hatori,34.0
matisyahu,56.0
pinebender,3.0
two ton boa,4.0
lullatone,46.0
dusty springfield,66.0
maja ratkje,11.0
seekers who are lovers,0.0
the silent years,6.0
solar anus,0.0
jackie mittoo,37.0
julie sokolow,0.0
simon joyner & the fallen men,23.0
plastic little,3.0
ramblin' jack elliott,34.0
iv thieves,0.0
josef k,21.0
clint mansell,51.0
mahogany,43.0
hem,48.0
vince guaraldi,48.0
giddy motors,2.0
london sinfonietta,49.0
the wrens,32.0
the gothic archies,23.0
tristeza,27.0
white magic,16.0
dirty faces,11.0
math and physics club,14.0
les georges leningrad,1.0
robert lippok,20.0
my my,76.0
norfolk & western,4.0
fe-mail,0.0
shout out out out out,35.0
2pac,81.0
the walker brothers,40.0
the brother kite,6.0
summer hymns,1.0
damien rice,58.0
the isles,1.0
mudsuckers,35.0
r. keenan lawler,0.0
merle haggard,61.0
slumber party,71.0
whitey,51.0
manyfingers,1.0
the prids,9.0
johnny and the moon,2.0
the places,57.0
sparta,37.0
isobel campbell,39.0
nikki sudden,16.0
ad astra per aspera,1.0
micah p. hinson,43.0
damon mcmahon,2.0
jean-claude vannier,26.0
spanky wilson & the quantic soul orchestra,0.0
peter and the wolf,8.0
this american life,66.0
swan island,0.0
the who,68.0
the exploding hearts,23.0
n0 things,3.0
dj mehdi,44.0
thunderbirds are now!,5.0
favourite sons,1.0
sunn o))) & boris,59.0
lucero,42.0
outputmessage,7.0
plan b,79.0
niobe,0.0
tony conrad,5.0
shawn david mcmillen,0.0
the battles,85.0
bobby bare jr.,18.0
tom moulton,26.0
the curtains,5.0
flying canyon,0.0
the nice boys,0.0
doubled yellow swans,48.0
alan singley & pants machine,0.0
lake of dracula,5.0
darkel,68.0
chavez,20.0
judah johnson,0.0
phon,51.0
aberdeen,35.0
the low lows,0.0
easy star all-stars,45.0
the blood brothers,33.0
robyn hitchcock & the venus 3,8.0
chin up chin up,5.0
ho-ag,1.0
susanna and the magical orchestra,18.0
rhythm & sound,35.0
teddybears,47.0
noxagt,3.0
kaki king,37.0
sean lennon,50.0
canada,25.0
mansun,36.0
jet,59.0
hell on wheels,4.0
the changes,4.0
the fix,47.0
ike yard,7.0
marble valley,0.0
sparklehorse,48.0
radio citizen,39.0
dani siciliano,7.0
paul schneider,47.0
seor coconut,34.0
now it's overhead,12.0
the black neon,37.0
alexi murdoch,52.0
the sleepy jackson,29.0
sol seppy,39.0
candy bars,0.0
acid mothers temple,15.0
the melting paraiso u.f.o.,8.0
spencer dickinson,55.0
missy elliott,71.0
gosling,1.0
channels,3.0
scanners,25.0
uzeda,8.0
the capitol years,1.0
peeping tom,33.0
tap tap,2.0
pony up!,6.0
roman candle,27.0
the citizens,48.0
the little ones,29.0
the tyde,8.0
the life force trio,5.0
the kingdom,34.0
purified in blood,24.0
radio birdman,31.0
brian posehn,27.0
the grates,25.0
the village green,0.0
pajo,7.0
code of honor,2.0
memphis,62.0
new york dolls,47.0
spielerfrau,0.0
supersystem,7.0
hot snakes,34.0
unai,71.0
lullaby baxter,2.0
metalux,0.0
little annie,19.0
wooden wand and the sky high band,1.0
the minders,15.0
wasteland,58.0
snowden,16.0
absentee,2.0
outkast,76.0
the sadies,35.0
the delgados,29.0
nouvelle vague,57.0
alan sparhawk,30.0
say hi to your mom,34.0
knut,7.0
comets on fire,21.0
my robot friend,10.0
kalas,67.0
tam,81.0
luna,48.0
the long winters,31.0
meg & dia,44.0
professor murder,13.0
quantic,61.0
klee,29.0
a cloud mireya,55.0
jurassic 5,53.0
about,78.0
avarus,32.0
cursor miner,4.0
first nation,29.0
sex pistols,56.0
mark fosson,77.0
white whale,0.0
xtc,51.0
razorlight,56.0
mike johnson,4.0
jr ewing,5.0
david bazan,31.0
james figurine,7.0
jim noir,27.0
the ohsees,49.0
dabrye,30.0
marc leclair,11.0
the longcut,13.0
swell maps,29.0
sam roberts,45.0
alias and tarsier,8.0
the court & spark,4.0
boy kill boy,28.0
nick castro and the young elders,80.0
the gersch,30.0
towers of london,11.0
entrance,22.0
sway,79.0
the diableros,0.0
sound team,7.0
the robot ate me,22.0
dr. octagon,36.0
scott solter,24.0
mojave 3,48.0
susumu yokota,48.0
yung joc,64.0
nelly furtado,78.0
the like young,4.0
single frame,8.0
smoosh,5.0
the new cars,6.0
stuart a. staples,28.0
the fever,5.0
scsi-9,22.0
the bummer road,0.0
smog,43.0
metallic falcons,72.0
the congos & friends,53.0
young people,4.0
wizardzz,63.0
danger doom,59.0
harry nilsson,58.0
7 year rabbit cycle,1.0
rose melberg,14.0
lair of the minotaur,14.0
boyracer,10.0
ronnie spector,29.0
augie march,36.0
purple city,22.0
radio 4,21.0
pinetop seven,3.0
feu thrse,
nofx,60.0
diane cluck,33.0
human television,4.0
jarvis cocker & steve mackey,51.0
home,60.0
bird show,0.0
charlatans uk,47.0
keene brothers,5.0
whitehouse,5.0
dat politics,12.0
jon auer,6.0
shogun kunitoki,1.0
paik,3.0
the rogers sisters,2.0
blight,31.0
the big eyes family players,0.0
shooting at unarmed men,3.0
dirty pretty things,39.0
king biscuit time,18.0
the durutti column,45.0
candi staton,59.0
danielson famile,0.0
centro-matic,18.0
ovo,97.0
jel,80.0
cities,47.0
creeper lagoon,13.0
zach hill and mick barr,1.0
chicago underground duo,4.0
function,26.0
tool,72.0
bob drake,0.0
ex-boyfriends,0.0
white rose movement,16.0
birchville cat motel,3.0
demolition doll rods,3.0
mott the hoople,46.0
rainer maria,30.0
the lovely feathers,6.0
wolfmother,59.0
aki tsuyuko,2.0
the impossible shapes,2.0
fat worm of error,0.0
christopher o'riley,29.0
shonen knife,31.0
shoplifting,20.0
no-neck blues band and embryo,0.0
facedowninshit,1.0
tom z,46.0
rye coalition,11.0
larsen,3.0
metal hearts,1.0
james f!@.$%^ friedman,53.0
josh rouse,41.0
avail,32.0
the seconds,0.0
tom verlaine,22.0
josephine foster,30.0
pretty girls make graves,30.0
bubba sparxxx,54.0
cinemechanica,7.0
casey dienel,26.0
wax tailor,54.0
the robocop kraus,9.0
envelopes,5.0
the czars,23.0
nicolai dunger,19.0
yura yura teikoku,38.0
soul position,23.0
massacre,33.0
sound dimension,24.0
flin flon,6.0
feathers,3.0
the vines,48.0
the essex green,29.0
acid mothers temple & the cosmic inferno,0.0
sondre lerche with the faces down quartet,38.0
jessi colter,42.0
the secret machines,30.0
howe gelb,30.0
maximum joy,18.0
guitar,60.0
the infadels,20.0
juvenile,60.0
mellowdrone,29.0
ms. john soda,13.0
acid casuals,2.0
the tango saloon,10.0
patrick phelan,20.0
charlemagne,27.0
loose fur,26.0
voices and organs,0.0
the capes,0.0
deadboy & the elephantmen,26.0
caroline,62.0
hellacopters,48.0
ray davies,30.0
some girls,13.0
dell and flgel,
terrestrial tones,0.0
horns of happiness,0.0
mikkel metal,15.0
ris paul ric,4.0
chihei hatakeyama,45.0
magnet,54.0
i love you but i've chosen darkness,16.0
living things,10.0
pansy division,29.0
wooden wand and the vanishing voice,1.0
souls she said,0.0
diskaholics anonymous trio,0.0
questlove,32.0
new radiant storm king,3.0
mclusky,36.0
curt kirkwood,0.0
hank,69.0
electric president,27.0
make-up,1.0
philip samartzis,2.0
tape,53.0
the ladies,21.0
the national trust,0.0
world leader pretend,1.0
oceansize,30.0
lilys,28.0
measles mumps rubella,0.0
ayatollah,26.0
heros severum,0.0
town and country,4.0
capitol k,46.0
hudson bell,5.0
controller.controller,7.0
low skies,0.0
toy,51.0
test icicles,17.0
animals,50.0
the vandermark five,1.0
shalabi effect,1.0
mylo,47.0
johnny boy,69.0
nine horses,20.0
the subways,44.0
elefant,69.0
gerry mitchell,0.0
little sparta,17.0
a.r.e. weapons,9.0
earthride,5.0
the ex,52.0
the cardigans,70.0
audio bullys,45.0
she wants revenge,64.0
directing hand,50.0
t. rex,61.0
damo suzuki,7.0
the dolls,0.0
swearing at motorists,14.0
glen hall,0.0
william hooker,6.0
mark oleary,7.0
tomasz stako,36.0
billy hart,32.0
rocky votolato,32.0
tarkio,25.0
clearlake,9.0
meredith bragg and the terminals,54.0
pearls and brass,2.0
delta 5,31.0
jenny lewis with the watson twins,46.0
made in mexico,8.0
sparrow,51.0
the advantage,19.0
chrome,59.0
steve spacek,28.0
tall dwarfs,24.0
the universe,10.0
fm3,2.0
arizona amp and alternator,17.0
gogogo airheart,4.0
coil,36.0
safety scissors,0.0
edith frost,25.0
seu jorge,69.0
sunroof!,1.0
george,74.0
coptic light,0.0
morningwood,27.0
awesome new republic,9.0
anthrax,56.0
the foxymorons,2.0
rah bras,0.0
guitar wolf,29.0
the paddingtons,17.0
quintron and miss pussycat,0.0
the notorious b.i.g.,78.0
dreamies,6.0
books on tape,0.0
les angles morts,51.0
jane,67.0
kites,68.0
bright,57.0
kind of like spitting,34.0
piano overlord,1.0
the beautiful new born children,0.0
milemarker,12.0
friends of dean martinez,18.0
blockhead,46.0
stunt rock,3.0
starsailor,49.0
jonathan kane,40.0
mindflayer,7.0
koenji-hyakkei,11.0
landing,26.0
tarantula a.d.,0.0
chamillionaire,59.0
annie hayden,2.0
as mercenrias,26.0
men's recovery project,7.0
get hustle,0.0
slowdive,65.0
panic! at the disco,77.0
morcheeba,59.0
double leopards,50.0
system of a down,82.0
neil diamond,68.0
lil' kim,65.0
tangiers,3.0
ric ocasek,31.0
dios (malos),19.0
junior senior,52.0
oranger,12.0
richard hell,35.0
gasp,9.0
make believe,7.0
mike ladd,32.0
the gris gris,3.0
burt bacharach,48.0
dead kennedys,57.0
circulus,5.0
dawn smithson,0.0
colder,71.0
the like,26.0
derek bailey,13.0
the lost patrol band,10.0
harvey danger,51.0
imogen heap,79.0
stellastarr*,24.0
early man,15.0
from monument to masses,14.0
destiny's child,72.0
the joggers,3.0
the band,63.0
make a rising,1.0
rev run,19.0
t. raumschmiere,20.0
wayne b,31.0
diamond nights,14.0
joan of arc,22.0
liz janes,4.0
ninja high school,0.0
delia gonzalez and gavin russom,1.0
talking heads,69.0
the deadly snakes,14.0
j-live,46.0
cerberus shoal,10.0
neon blonde,8.0
deus,31.0
tren brothers,17.0
swords,42.0
paul wall,65.0
hackensaw boys,35.0
amusement parks on fire,23.0
the hospitals,0.0
armand van helden,64.0
kiss me deadly,47.0
the sun,63.0
ghost of monkshood,0.0
the occasion,0.0
giant drag,22.0
dj spooky,33.0
kepler,56.0
broken spindles,9.0
mommy and daddy,17.0
vibracathedral orchestra,4.0
bellini,47.0
marjorie fair,11.0
moistboyz,15.0
run-d.m.c.,0.0
lords,38.0
john wilkes booze,0.0
mazarin,22.0
american analog set,40.0
the jim yoshii pile-up,12.0
eazy-e,66.0
david axelrod,32.0
r.l. burnside,45.0
meat beat manifesto,31.0
the double,3.0
ok go,55.0
august born,55.0
rob swift,22.0
asmus tietchens,11.0
emmylou harris,60.0
10 in the swear jar,42.0
the greenhornes,39.0
flamin' groovies,34.0
june carter cash,51.0
koufax,8.0
hair police,2.0
ivan smagghe,9.0
keiji haino,18.0
minotaur shock,13.0
white mice,2.0
daikaiju,30.0
mayday,61.0
the bevis frond,24.0
gospel,25.0
iron maiden,73.0
thuja,0.0
nations by the river,2.0
felipe + forte,55.0
flotation toy warning,28.0
tenement halls,1.0
leaves,40.0
the kallikak family,3.0
i am kloot,35.0
the visible men,0.0
gene defcon,3.0
electronicat,2.0
criteria,13.0
geiger,30.0
the 101'ers,22.0
icky boyfriends,2.0
subtitle,9.0
without gravity,2.0
the posies,32.0
the nein,84.0
the body lovers/the body haters,10.0
oxes,7.0
dipset,46.0
alaska!,3.0
statistics,12.0
funkadelic,52.0
elektro4,2.0
turbonegro,45.0
clor,29.0
bakonour,47.0
unklesounds,70.0
spires that in the sunset rise,5.0
negativland,20.0
ferenc,28.0
denison witmer,39.0
eric malmberg,5.0
tosca,51.0
youth group,42.0
alan braxe,62.0
the starvations,4.0
the black dahlia murder,49.0
hosono & yokoo,58.0
little barrie,37.0
nick castro and the poison tree,43.0
vanishing kids,5.0
