name, score
mary lou lord,27
yesterdays new quintet,24
kat cosm,49
roy ayers,56
hu vibrational,4
black cat orchestra,1
aluminium group,20
sound providers,17
organum,38
z'ev,8
heldon,11
tom zacharias,5
skywave,6
black forest/black sea,4
vcr,33
blanche,7
azeem,23
variable unit,1
trapist,0
the wind-up bird,0
grant lee buffalo,44
kinky,52
sluta leta,0
ill lit,3
desert sessions,39
baby blak,22
skyphone,3
wesley willis,32
the bad plus,35
laika,9
westside connection,57
no. 9,82
solbakken,7
ativin,6
art bears,14
brad mehldau,48
on!air!library!,1
eyedea & abilities,35
tatsuya yoshida,6
satoko fujii,4
ian matthews,28
los halos,4
elizabeth anka vajagic,2
knifehandchop,25
madrugada,49
ornette coleman,35
dios,66
antena,37
the necks,19
loop orchestra,0
willard grant conspiracy,20
michael johnson,55
sankofa,20
mils,57
kill me tomorrow,1
beauty pill,9
preston school of industry,10
b.j. nilsen,0
papa m,32
biz markie,49
"volcano, i'm still excited!!",11
rob mazurek,16
mountaineers,2
valley of the giants,2
henry flynt,8
the insurrections,0
isan,68
20 miles,3
paul burch,10
bravehearts,35
joseph suchy,30
franz hautzinger,0
kmd,40
probot,37
leiji matsumoto,47
challenger,25
clouddead,23
90 day men,13
ogurusu norihide,5
dead raven choir,0
melvin van peebles,13
courtney love,40
klezmatics,25
bottle rockets,32
evergreen,35
aero,77
relict,13
yes,61
my favorite,24
all night radio,77
auteurs,30
triosk meets jan jelinek,50
sami koivikko,2
zoot woman,31
amon dl,29
asheru & blue black,29
28th day,5
phantom planet,48
adventure time,59
jack nitzsche,26
alison krauss,61
remarc,28
the glass gypsies,2
dub narcotic,9
movietone,26
wannadies,43
music a.m.,1
absolute grey,31
millennium,71
martin rev,27
bluegrazer,0
caural,7
l.a. carnival,6
the pearlfishers,12
iven schmidt,48
husbands,47
schlammpeitziger,10
ez t,52
chicken lips,24
pedal steel transmission,0
mileece,4
anton fier,3
hafler trio,2
jim guthrie,39
brassy,46
lot six,17
the distillers,51
egg,30
television,44
chris brokaw,7
joe strummer,44
the mescaleros,41
cedric im brooks,16
richard chartier,14
national eye,46
frenemies,0
diverse,41
tetuzi akiyama,2
req,36
shat,55
sticky fingaz,46
flim,71
hip tanaka,0
firewater,38
listener,53
dj andy smith,2
omid,37
stephen beaupr,3
soul-junk,3
three 4 tens,0
parsley sound,28
babbletron,21
23 skidoo,14
motorpsycho,39
lfo,43
nervous cop,5
lovely midget,0
caustic resin,11
winfred e. eye,0
ginger brooks takahashi,6
mirah yom tov zeitlyn,38
milton babbitt,6
soft canyon,67
roosevelt franklin,3
crescent,16
wolf eyes & black dice,43
rafael toral,15
party of one,65
reggie and the full effect,35
child's view,3
obie trice,58
ashley park,52
mood elevator,0
red hot valentines,2
hieroglyphics,43
denali,14
black-eyed snakes,8
pluramon,3
midwest product,4
spacemen 3,36
brand new,60
vells,0
rachel's,27
volapk,0
kid koala,48
bexar bexar,9
vue,79
the pleased,0
knife in the water,8
birdtree,25
loren connors & david grubbs,27
gorky's zygotic mynci,28
andrew broder,9
asteroid no. 4,22
caf tacuba,69
ken ikeda,15
u.s. maple,20
non-prophets,30
goa,42
aki onda,3
neil perry,17
the fire theft,17
anders ilar,8
blue cheer,32
gillian welch,53
polmo polpo,7
alamaailman vasarat,16
minor threat,51
year of the rabbit,18
reverend charlie jackson,2
n.w.a.,66
pierre crube,0
north of america,10
consonant,1
lodeck,5
nick fort,47
emperor,41
sounds,41
fritz ostermayer,0
frank black & the catholics,28
sascha funke,36
beulah,27
the silver mt. zion memorial orchestra & tra-la-la band with choir,69
phantom tollbooth,2
villalobos,34
nymphomatriarch,53
beat happening,31
thor,55
stars as eyes,1
jemini,38
immortal technique,55
suntanama,0
death in vegas,44
a trillion barnacle lapse,3
loren connors,27
larval,29
subarachnoid space,2
archigram,0
gary lucas,31
main,32
henri pousseur,2
richard x,27
push button objects,3
magic magicians,14
twin atlas,0
matt suggs,1
those peabodys,0
elliott,66
anna oxygen,2
tsurubami,0
unwed sailor,17
country teasers,26
brendan benson and the wellfed boys,29
essential logic,21
jedi mind tricks,51
so,70
manitoba,11
ambulance ltd,24
holger czukay,27
u-she,1
wildchild,32
guster,50
lonesome organist,0
arne nordheim,12
the neptunes,57
chris clark,18
chris lee,28
peter brtzmann,17
hamid drake,18
thick pigeon,9
you am i,39
steve burns,19
s.a. smash,1
darediablo,1
ami yoshida,0
ahmad szabo,20
simply saucer,8
donna summer,65
small brown bike,22
minibar,5
japanther,29
cobra high,0
scanner,25
david toop,14
i/03,25
bride of no no,0
linda perhacs,43
curse of the golden vampire,7
kaospilot,11
the natural history,1
central falls,0
the jealous sound,21
byard lancaster,8
ghost cauldron,0
charlene,13
saloon,5
dave derby,0
cold sides,26
ova looven,1
maquiladora,1
martin l. gore,34
verbena,12
friends forever,44
polwechsel,0
guther,25
the magic band,4
sixteen horsepower,37
freescha,21
the vanishing,9
rooney,41
fonica,0
the red thread,7
pharaoh overlord,12
metamatics,15
frankie sparo,1
pale horse and rider,0
noyes,0
soundmurderer,2
clue to kalo,2
bobby birdman,3
v-twin,1
goldcard,3
electric turn to me,72
sick lipstick,5
cardia,30
jim black,17
ellery eskelin,6
andrea parkins,1
sack und blumm,0
terminal 4,1
king geedorah,57
holly golightly,36
pink and brown,0
a grape dope,2
karera musication,54
gold chains,1
paradise island,40
stephan mathieu,12
deftones,81
molasses,1
echoboy,3
britta phillips,27
caitlin cary,21
martin ng,0
steffen basho-junghans,9
seiichi yamamoto,13
james william hindle,7
blues goblins,0
surface of eceon,65
console,22
worms,71
xela,29
bill hicks,33
alessandro baricco,2
faultline,19
pink anvil,0
augustus pablo,44
samus,23
the figgs,9
alpinestars,25
aroah,79
the swords project,0
mull historical society,14
tokyo sex destruction,6
ui,85
jenny toomey,1
bergheim 34,1
terry callier,46
icarus,43
pleasure forever,4
zongamin,27
neil michael hagerty,2
ex models,11
the party of helicopters,6
stark reality,11
terre thaemlitz,5
vrttin,1
watchers,20
iditarod,0
pram,30
homunculus,0
shub niggurath,8
cunninlynguists,46
nobukazu takemura,22
hawksley workman,28
akrobatik,20
amon dl ii,29
el guapo,3
tes,66
new wet kojak,2
yoshimi & yuka,0
hot cross,12
youngblood brass band,34
birddog,9
atom and his package,21
via tania,1
arab on radar,15
stratford 4,2
pest,30
d+,7
saboten,1
grand mal,48
murder city devils,35
mushroom,51
gary floyd,1
set fire to flames,29
immortal lee county killers,6
meanest man contest,1
d4,81
hanin elias,11
lenola,2
magas,30
ben harper,61
gravy train!!!!,19
"bitter, bitter weeks",0
bangs,7
red snapper,34
dwayne sodahberk,5
theoretical girls,14
super numeri,31
lab partners,2
swirlies,34
parliament,51
the moldy peaches,54
dinky,12
soledad brothers,23
hexstatic,25
aphex twin,66
norman,69
kopernik,0
pete miser,9
dredg,37
the special goodness,9
baptist generals,6
butthole surfers,53
salk vacchin,70
andre afram asmar,0
data 80,33
morphine,51
scene creamers,5
the in out,6
true love always,3
spring heel jack,5
eric idle,15
neon hunk,1
awol one,28
daddy kev,25
burnside project,4
com.a,5
flake music,21
snitches,88
muggs,47
asa-chang & junray,24
mr. scruff,45
dorine muraille,5
donovan,55
lewis parker,24
ester drang,6
muslimgauze,29
the holy ghost,13
laddio bolocko,11
otto von schirach,26
black box recorder,53
the phenomenological boys,55
alejandra and aeron,0
angus maclise,3
liaisons dangereuses,25
funki porcini,42
the folk implosion,31
super madrigal brothers,0
sorry about dresden,6
firesign theatre,12
art of fighting,12
king crimson,56
tobin sprout,26
stick men with ray guns,8
asian dub foundation,40
cynthia dall,16
james chance,13
canyon,31
the instruments,4
elvis costello & the attractions,51
n.o.i.a.,16
no knife,24
kaada,21
akio suzuki,4
jan jelinek avec the exposures,32
majesticons,1
fontanelle,1
stakker,4
pluxus,7
screamer,13
elevator,57
killah priest,47
ward 29,42
the aislers set,18
seana carmody,1
massimo,54
james luther dickinson,7
banco de gaia,29
pocket rockets,0
hangedup,5
last days of may,16
sutekh,8
drive like jehu,26
tangerine dream,49
dj spinna,30
rovo,9
bosco and jorge,0
sonny & linda sharrock,3
bikeride,4
boas,72
12 rods,35
heroine sheiks,6
masami akita,3
russell haswell,9
manishevitz,2
toktok vs. soffy o,68
photon band,2
forcefield,0
awol one & fat jack,0
dag nasty,34
lesser,80
random_inc,50
zwan,4
droop capone,18
menthol,4
area,45
snapcase,34
dj me dj you,1
the cassettes,0
voyager one,4
glifted,48
ikara colt,8
roni size,41
the parallax corporation,4
youngsbower,0
racebannon,5
cherry valence,0
wobbly,14
fc/kahuna,36
casino versus japan,39
sinking ships,15
marky ramone,16
the speedkings,17
bill laswell,31
from quagmire,0
mantler,2
dead and gone,4
werner dafeldecker,2
klaus lang,8
transllusion,14
meligrove band,3
i can lick any sonofabitch in the house,5
gorilla monsoon,48
john tilbury,25
mat maneri,9
joe mcphee,29
wolf colonel,1
afflictions,13
noise for pretend,2
univers zero,13
flying luttenbachers,7
andrea perry,6
cassetteboy,1
fred lonberg-holm,0
jason roebke,30
paul lansky,12
computer soup,3
low res,61
great lakes,46
st. thomas,28
ruins,14
swayzak,30
cost,50
simian,40
the pattern,2
jack hayter,0
add n to (x),16
white star line,0
action,63
mc paul barman,25
beth gibbons,50
rustin man,40
rumah sakit,54
yesterday's kids,71
rhettmatic,23
the velvet teen,18
jack logan,6
bob kimbell,0
the telescopes,25
electric soft parade,18
unstable ensemble,0
amalgamated sons of rest,18
large professor,43
no. 2,6
sing-sing,20
shimmer kids underpop association,70
gold sparkle band,0
thomas bangalter,67
western keys,22
kurihara,1
the negro problem,9
sweep the leg johnny,4
lone pigeon,6
mercury program,21
melochrome,0
jets to brazil,34
everybody uh oh,26
meshuggah,55
exhaust,2
gyrgy ligeti,35
k-rad,0
centaur,26
mus,76
yume bitsu,12
astrobotnia,2
eyes adrift,21
tara jane o'neil & daniel littleton,35
xinlisupreme,19
mr. t experience,24
the the,53
spectrum [brazil],61
catherine irwin,3
dame fate,0
polara,1
doug martsch,14
bogdan raczynski,31
signer,2
floating flower,0
euphone,6
yohimbe brothers,0
vsnares,38
andrew duke,50
howard hello,1
kilowatthours,1
gordon gano,26
apes of wrath,0
the fantmas melvins big band,6
the anniversary,31
g-man (aka gez varley),0
wauvenfold,0
crispy ambulance,9
takagi masakatsu,47
spaceheads,5
otomo yoshihide's new jazz ensemble,3
friend/enemy,2
seelenluft,25
brendan walls,59
nod,79
reindeer section,22
zelienople,15
aden,45
ampbuzz,0
2 many djs,50
vincent gallo,29
track star,17
the prom,33
copywrite,29
jason loewenstein,12
sasha,69
dot allison,32
arco flute foundation,27
electric birds,1
fan club orchestra,3
britt daniel,14
hockey night,18
superdrag,32
varnaline,4
looper,26
king of woolworths,14
sunday's best,24
alfie,49
oe,97
nate ruth,68
twinemen,16
boom box 2000,0
cinerama,20
the fire show,0
caesura,0
manual,82
milky wimpshake,4
chris smith,42
winter blanket,0
kleenexgirlwonder,17
calvin johnson,17
the pupils,3
jana mccall,0
six by seven,14
edward burch,35
the reverend horton heat,42
makers,16
arlo,57
jah wobble,35
mark borthwick,0
trevor holland,60
geeez'n'gosh,0
mary timony,21
poulain,0
craig armstrong,55
quix*o*tic,0
mason jennings,39
all-time quarterback,19
new flesh,73
goodiepal,2
birdwatcher,3
freestyle fellowship,26
simon wickham-smith,0
nationale blue,0
jeff mangum,25
skeleton key,5
dirty vegas,40
nad navillus,0
tuatara,15
dj jester,39
babu,29
mong hang,0
pere ubu,29
speedy j,31
shiner,26
moth,72
mirza,37
farben,19
shelleydevoto,57
black dog and black sifichi,40
departure lounge,6
global home project,32
mri,55
the other people place,27
selby tigers,4
tami hart,2
liars academy,6
the ghost,54
microwaves,0
thursday,48
bill frisell,45
hrsta,14
charles atlas,4
pullman,12
the roots of orchis,2
brute,12
pixeltan,3
solex,13
buffalo daughter,26
geoff farina,8
jeff tweedy,40
"medeski, martin and wood",0
ink,58
lesser birds of paradise,0
maximilian hecker,27
thrice,56
the new amsterdams,24
ill ease,0
rinocerose,24
sybarite,8
retsin,1
masters of the hemisphere,6
sinister luck ensemble,0
knotworking,0
filament,41
herrmann and kleine,10
tight bro's from way back when,4
anticon,2
ugly casanova,33
tribes of neurot,4
kaia,28
roky erickson & the aliens,33
appendix out,3
luke slater,25
abcs,61
brother jt,1
capitol city dusters,1
bats and mice,3
764-hero,15
o-type,65
bratmobile,42
pajama party in a haunted hive,14
posthuman,12
fila brazillia,36
playgroup,22
limp,78
new end original,11
herschell gordon lewis,3
original instrument,18
taa-pet,0
the no-no's,78
convocation of,0
zealous fuel,0
skiptrace,4
earl zinger,20
rip-off artist,3
don lennon,5
the promise ring,33
loess,10
albert marcoeur,0
markant,78
monorail,0
arthurs,67
ocelot,11
nurse with wound & current 93,22
elton dean & mark hewins,83
geoff soule,34
fat jon the ample soul physician,1
desaparecidos,31
sam shalabi,29
christian kleine,10
aspera,2
alanis morissette,69
jars of clay,45
rancid,58
edison woods,0
codec scovill,21
brothomstates,13
jad fair,18
yagya,37
yuji oniki,1
brando,75
atari star,0
airport 5,8
fred frith,22
soilwork,52
reuben's accomplice,47
polygon window,27
dan the automator,47
eugene mcdaniels,26
saso,24
global goon,11
leels,60
nate denver's neck,0
waking eyes,0
go back snowball - robert pollard and mac mccaughan,
vitesse,38
eardrum,15
slackjaw,35
galerie stratique,5
barcelona,39
ides of space,2
warren ellis,41
emerald down,1
am/fm,1
kk null,3
mad capsule markets,35
labtekwon,3
herb robertson,3
copenhagen art ensemble,0
marc ducret,25
red monkey,0
witch hazel sound,67
james hardway,6
art ensemble of chicago,22
erik sanko,0
tadpoles,31
champagne kiss,58
cracker,49
amy annelle,24
princess superstar,59
date course pentagon royal garden,5
pele,19
susie ibarra trio,0
vermont,4
owen,34
rollins band,36
boxhead ensemble,6
miighty flashlight,1
hefner,19
hey mercedes,28
sofa surfers,42
phil ochs,39
single unit,33
beth hirsch,51
orange alabaster mushroom,0
"up, bustle and out",65
eric's trip,32
little grizzly,0
goodheart allen powell trio,57
flickerstick,18
hasidic new wave and yakar rhythms,40
seaworthy,6
k.,63
pierre bastien,17
charity empressa,0
cylob,20
black cat music,1
carpet musics,0
sarah dougher,1
ives ensemble,0
the drag city supersession,53
satoko fujii quartet,0
chessie,4
fin fang foom,0
push kings,9
elders of zion,44
reclinerland,0
victory at sea,4
karp,20
the nerves,30
grace period,3
haywood,21
still,66
4 hero,37
langley schools music project,21
dub taylor,10
cherubino,0
clairvoyants,0
flanger,18
parker paul,30
lovage,36
anasarca,11
red shirt brigade,51
bullfrog,88
la makita soma,51
bevel,49
zmrzlina,0
scared of chaka,14
figurine,16
kroko,13
andrew coleman,0
prson sound,45
maceo parker,38
haymarket riot,1
boylion,0
rotoscope,71
richard devine,14
ovuca,2
land of the el caminos,0
dj food,33
olivia block,5
blectum from blechdom,3
check engine,0
m. gira,3
d. matz,1
green velvet,55
the prima donnas,2
empire state,16
brian allen and jacob koller,
volta do mar,3
20 minute loop,1
weasel walter,3
coquettish,4
fugu,67
kill creek,6
alva noto,40
mitchell akiyama,0
autour de lucie,15
jeff london,47
arling and cameron,30
stilluppsteypa,6
mr. len,6
saturnine,0
pillow,51
zeni geva,13
boxstep,0
matt marque,0
tomas jirku,1
makoto kawabata,5
lilac time,19
lu,78
phoenecia,8
western automatic,0
the silver mt. zion memorial orchestra & tra-la-la band,69
triangle,4
orange can,2
weights and measures,0
jigmastas,24
transchamps,0
moreno veloso +2,48
gallygows,0
phthalocyanine,0
utah!,0
heavenly,46
halifax pier,1
owls,16
timeout drawer,22
visitor jim,0
s.i. futures,1
los straitjackets,35
spain,31
per mission,0
oysterhead,28
pilot to gunner,11
gez varley,5
lupine howl,2
metrovavan,0
john coltrane,66
robert pollard and his soft rock renegades,59
david s. ware quartet,1
blueline medic,12
"kristian, shalabi, st. onge",30
starship beer,0
lumen,79
ifihadahifi,0
appliance,5
cruiser,9
rival schools,34
wolfie,33
jetone,0
q-burns abstract message,11
explosion robinson,63
marumari,11
mr. wright,0
scott tuma,8
graeme downes,0
original brothers and sisters of love,0
atombombpocketknife,2
ex-girl,5
fluke,42
uberzone,10
chitlin' fooks,59
rondelles,6
ivory coast,0
dj j. peter schwalm,14
sisterhood of convoluted thinkers,1
trans megetti,5
moth wranglers,0
bionaut,11
rebecca gates,0
idyll swords,1
thee headcoats,27
self,42
american heritage,1
chocolate genius,24
lush,47
american steel,22
daevid allen's university of errors,36
low and dirty three,47
robert barry,27
fred anderson,3
lift to experience,30
swell,37
chicago underground quartet,12
bablicon,1
bonny billy,0
anasazi,3
barbara manning,10
third eye foundation,17
cannibal ox,31
burning airlines,18
juno,45
cousteau,24
jason falkner,23
alejandro escovedo,34
tiffany anders,0
delarosa and asora,29
chamber strings,4
embarrassment,7
thinking fellers union local 282,25
sixth great lake,4
blake babies,21
labradford,24
red stars theory,5
japancakes,25
stephen malkmus,33
andy votel,12
action time,9
actionslacks,2
alpha,52
all natural,30
alkaline trio,57
abilene,43
isotope 217,19
jazzanova,44
microstoria,12
aix em klemm,18
talib kweli & hi-tek,0
jega,18
therapy?,42
marquis de tren,5
sarah cracknell,20
the softies,35
the 6ths,32
man or astro-man?,27
rian murphy and will oldham,1
the wisdom of harry,1
duster,67
chris knox,22
buffalo tom,34
toe,49
big'n,10
jimi tenor,36
seor coconut y su conjunto,55
pole v. four tet,63
richard davies,0
bis,64
mr. & mrs. keneipp,0
gregg bendian's interzone,0
catherine wheel,36
towa tei,38
aspera ad astra,0
arovane,30
the peter brtzmann sextet / quartet,52
la monte young,13
marian zazeela,1
macha loved bedhead,25
nation of ulysses,21
the spinanes,21
ltj bukem,44
horace andy,62
a silver mt. zion,37
quickspace,11
steely dan,70
billy mahonie,3
flying saucer attack,19
chappaquiddick skyline,4
the avalanches,56
warn defever,0
faithless,61
ken vandermark's joe harriott project,41
kid loco,50
stewart walker,7
plone,20
arcwelder,12
lullaby for the working class,12
the innocent criminals,46
leftfield,48
bows,72
robert pollard and doug gillard,24
kazumi,28
madder rose,16
josh wink,36
quannum,25
soundtrack,35
gregg bendian,0
june of 44,20
texas,37
the cars,67
fantastic plastic machine,30
the rentals,31
funkstrung,18
bailter space,15
teen idols,23
john wesley harding,18
neil hamburger,14
